;wheat_mass;Longitude;Latitude;wheat_mass_categorical
2747;8255.2;5.586793492023248;48.77809735484685;8000-9000
2748;8123.3;5.586783059887707;48.7781086148644;8000-9000
2749;8588.7;5.586772987480978;48.778119874879415;8000-9000
2750;8302.9;5.5867625553454365;48.77813113489192;8000-9000
2751;8323.1;5.586752303074301;48.7781425134283;8000-9000
2752;8496.7;5.586742050803166;48.7781538919621;8000-9000
2753;8067.3;5.586731978396437;48.77816527049332;8000-9000
2754;7945.1;5.586721546260897;48.77817653049563;7000-8000
2755;8173.3;5.586711293989762;48.77818790902171;8000-9000
2756;7849.2;5.5867012215830325;48.77819928754523;7000-8000
2757;7628.6;5.586690969311897;48.77821042901366;7000-8000
2758;8085.7;5.586680717040762;48.778221689005846;8000-9000
2759;7435.2;5.586670105040815;48.77823294899551;7000-8000
2760;8922.3;5.58665985276968;48.77824444603497;8000-9000
2761;8171.2;5.586649780362951;48.77825570601952;8000-9000
2762;7498.6;5.586639528091816;48.77826696600155;7000-8000
2763;8009.3;5.586629455685086;48.77827858155931;8000-9000
2764;7898.3;5.586619023549545;48.77828984153621;7000-8000
2765;8308.9;5.586608591414004;48.77830110151058;8000-9000
2766;7318.3;5.586598339142869;48.77831248000843;7000-8000
2767;7458.3;5.586588086871735;48.7783238585037;7000-8000
2768;7993.8;5.586577654736193;48.77833499994448;7000-8000
2769;7568.6;5.586567402465058;48.77834637843466;7000-8000
2770;7175.5;5.586556970329517;48.77835775692224;7000-8000
2771;8096.0;5.586546897922788;48.77836913540725;8000-9000
2772;6987.8;5.586536825516059;48.77838063241553;< 7000
2773;7682.6;5.586526573244924;48.77839189236953;7000-8000
2774;7541.1;5.586515961244976;48.77840315232101;7000-8000
2775;7955.5;5.586506068702652;48.7784146493215;7000-8000
2776;7812.2;5.586495276838301;48.77842590926787;7000-8000
2777;7169.0;5.586485204431572;48.77843728773743;7000-8000
2778;7565.0;5.586474952160437;48.778448666204405;7000-8000
2779;7187.4;5.586464340160489;48.77845992614317;7000-8000
2780;6851.6;5.586453908024949;48.77847118607937;< 7000
2781;7089.5;5.586444195347031;48.77848256453868;7000-8000
2782;7871.9;5.58643466253352;48.77849346889308;7000-8000
2783;8043.0;5.5864254894488194;48.778503543566245;8000-9000
2784;7397.4;5.586415057313278;48.77851444791609;7000-8000
2785;7382.9;5.586404984906549;48.77852582636557;7000-8000
2786;7396.0;5.58639491249982;48.77853696776154;7000-8000
2787;7349.3;5.586384480364279;48.77854822768048;7000-8000
2788;7085.5;5.586374767686362;48.77855925054603;7000-8000
2789;7505.7;5.586364155686415;48.77857039193458;7000-8000
2790;7459.7;5.586354263144091;48.77858177037139;7000-8000
2797;7023.3;5.586198860297412;48.77860109000298;7000-8000
2798;8161.9;5.586207134060083;48.77859054124799;8000-9000
2799;8354.8;5.586216666873594;48.77858082216842;8000-9000
2800;7974.7;5.586225839958295;48.77857015488378;7000-8000
2801;8900.4;5.5862348331785885;48.77855984317315;8000-9000
2802;9138.0;5.586243286805664;48.77854964998584;> 10000
2803;8372.7;5.586252639754771;48.77853945679647;8000-9000
2804;9271.8;5.586261992703876;48.77852914507952;> 10000
2805;9089.8;5.586271525517388;48.77851883336047;> 10000
2806;9056.3;5.586280878466494;48.77850852163928;> 10000
2807;8937.3;5.586290051551193;48.77849809139043;8000-9000
2808;8662.0;5.5862994045002985;48.77848777966499;8000-9000
2809;8068.3;5.58630893731381;48.77847746793743;8000-9000
2810;7876.1;5.586318470127321;48.77846715620775;7000-8000
2811;8637.5;5.586327463347616;48.77845696300162;8000-9000
2812;8675.7;5.586336816296722;48.77844676979343;8000-9000
2813;8675.3;5.586346169245828;48.77843633953173;8000-9000
2814;8663.4;5.586355702059339;48.77842590926787;8000-9000
2815;8962.7;5.586364875144039;48.77841571605337;8000-9000
2816;8480.7;5.58637440795755;48.778405048733646;8000-9000
2817;7891.2;5.586384300499874;48.77839426288585;7000-8000
2818;8106.7;5.586394013177791;48.778383477035725;8000-9000
2819;8672.0;5.586403545991302;48.77837304676088;8000-9000
2820;8468.5;5.586413258669221;48.77836249795798;8000-9000
2821;7970.0;5.586422791482732;48.77835171210104;7000-8000
2822;9221.5;5.586432324296243;48.778340926241775;> 10000
2823;8405.8;5.586442396702973;48.77833037743212;8000-9000
2824;7801.9;5.586451929516484;48.778319710094266;7000-8000
2825;8185.9;5.586461822058808;48.77830916128016;8000-9000
2826;8137.7;5.586471534736725;48.77829849393779;8000-9000
2827;7999.7;5.5864810675502365;48.778287708067104;7000-8000
2828;8354.1;5.5864907802281545;48.77827704072017;8000-9000
2829;8265.2;5.586500313041665;48.77826649189709;8000-9000
2830;7374.3;5.586510205583989;48.77825582454566;7000-8000
2831;7302.2;5.5865197383975;48.77824515719196;7000-8000
2832;7652.1;5.5865294510754175;48.778234489836;7000-8000
2833;7700.7;5.5865389838889286;48.77822370395155;7000-8000
2834;7548.5;5.586548696566847;48.77821315511727;7000-8000
2835;8123.7;5.5865585891091705;48.77820248775449;8000-9000
2836;7710.4;5.586568481651494;48.77819182038946;7000-8000
2837;7173.9;5.586577834600599;48.77818115302215;7000-8000
2838;8156.2;5.58658736741411;48.7781704856526;8000-9000
2839;7659.4;5.5865972599564335;48.77815969975439;7000-8000
2840;7626.1;5.586607152498757;48.77814903238027;7000-8000
2841;7567.6;5.586616505447863;48.77813836500387;7000-8000
2842;7255.0;5.58662621812578;48.778127697625216;7000-8000
2843;7584.8;5.586635571074886;48.77811703024428;7000-8000
2844;7176.5;5.586645463617209;48.77810636286109;7000-8000
2845;7634.8;5.586655176295127;48.77809569547564;7000-8000
2846;7670.5;5.586664709108638;48.77808502808789;7000-8000
2847;7642.1;5.586674421786557;48.7780743606979;7000-8000
2848;7676.1;5.586684134464473;48.77806381183224;7000-8000
2849;7644.2;5.586694027006796;48.77805326296435;7000-8000
2850;7470.1;5.586703559820309;48.77804247704096;7000-8000
2851;7628.2;5.58671309263382;48.77803180964192;7000-8000
2852;7407.0;5.586722625447332;48.77802114224062;7000-8000
2853;7398.4;5.586732338125249;48.778010474837046;7000-8000
2854;7710.4;5.586742050803166;48.77799968890447;7000-8000
2855;7766.2;5.586751763481085;48.7779891400231;7000-8000
2856;7558.7;5.586761476159001;48.77797847261272;7000-8000
2857;7258.9;5.586771008972514;48.77796768667327;7000-8000
2858;7703.7;5.586781081379243;48.77795713778518;7000-8000
2859;7464.1;5.586790794057159;48.77794635184114;7000-8000
2860;7554.4;5.586800326870672;48.77793568442168;7000-8000
2861;7355.8;5.586810039548588;48.77792513552686;7000-8000
2862;7285.2;5.586819752226506;48.77791446810289;7000-8000
2863;7866.2;5.586829285040018;48.77790368214968;7000-8000
2864;7615.5;5.586838817853529;48.77789301472114;7000-8000
2865;7303.5;5.586848530531448;48.77788246581736;7000-8000
2866;7117.2;5.586858243209364;48.777871798384325;7000-8000
2867;7549.4;5.586867955887282;48.77786113094901;7000-8000
2868;7106.7;5.586877848429606;48.77785046351144;7000-8000
2869;7070.4;5.586887381243117;48.77783991459872;7000-8000
2870;7292.5;5.586896914056629;48.777829128629485;7000-8000
2871;7532.5;5.586906626734546;48.77781857971228;7000-8000
2872;6847.8;5.586916159548057;48.77780779373846;< 7000
2873;6688.1;5.586925872225975;48.77779712628956;< 7000
2874;7287.9;5.586935584903893;48.77778645883839;7000-8000
2875;7403.0;5.586944937852999;48.77777590991221;7000-8000
2876;7311.0;5.586954830395322;48.777765242456525;7000-8000
2877;7051.5;5.586964543073238;48.77775469352589;7000-8000
2878;6955.1;5.586974255751157;48.77774414459304;< 7000
2879;6809.5;5.586983788564668;48.77773335860324;< 7000
2880;6723.3;5.586993501242586;48.7777228096659;< 7000
2881;7481.5;5.587003034056097;48.77771214219894;7000-8000
2882;6788.2;5.587012387005203;48.7777014747297;< 7000
2883;6993.2;5.58702209968312;48.7776908072582;< 7000
2884;7554.6;5.587031812361039;48.77768025831193;7000-8000
2885;8176.0;5.587041704903362;48.77766959083591;8000-9000
2886;7350.6;5.587051237716873;48.77765904188519;7000-8000
2887;7397.0;5.587060950394791;48.77764849293224;7000-8000
2888;7691.0;5.587070483208302;48.77763782544948;7000-8000
2889;7501.4;5.5870800160218135;48.777627039436815;7000-8000
2890;7265.7;5.587090088428543;48.77761637194951;7000-8000
2891;7225.3;5.587099621242054;48.77760570445992;7000-8000
2892;7522.3;5.5871091540555655;48.77759503696806;7000-8000
2893;7226.3;5.587118686869077;48.777584369473935;7000-8000
2894;7365.3;5.587128579411401;48.777573701977545;7000-8000
2895;7562.8;5.587138292089318;48.777563034478895;7000-8000
2896;7170.9;5.587148004767236;48.777552485505765;7000-8000
2897;7222.7;5.587157537580747;48.7775418180026;7000-8000
2898;7420.9;5.5871672502586645;48.77753115049717;7000-8000
2899;7628.3;5.587176783072177;48.7775203644616;7000-8000
2900;7917.3;5.587186495750093;48.77750981547951;7000-8000
2901;7730.0;5.587196208428011;48.77749914796727;7000-8000
2902;7649.9;5.587205921105929;48.77748859898072;7000-8000
2903;7626.2;5.587215633783845;48.77747781293601;7000-8000
2904;7667.0;5.587225166597358;48.77746714541697;7000-8000
2905;8297.1;5.587234879275275;48.77745635936765;8000-9000
2906;7704.0;5.587244771817598;48.77744581037211;7000-8000
2907;7400.6;5.587254484495516;48.77743526137434;7000-8000
2908;8286.9;5.587264017309027;48.77742447531817;8000-9000
2909;7690.9;5.58727355012254;48.7774138077878;7000-8000
2910;7735.4;5.587283442664862;48.77740314025517;7000-8000
2911;7606.2;5.587293155342779;48.77739235419209;7000-8000
2912;7618.0;5.587302868020697;48.777381568126685;7000-8000
2913;7617.1;5.587312580698614;48.77737078205897;7000-8000
2914;7269.1;5.587322113512126;48.77735999598894;7000-8000
2915;7580.0;5.587331826190044;48.77734932844486;7000-8000
2916;7556.6;5.587341718732367;48.77733866089853;7000-8000
2917;7499.2;5.58735161127469;48.77732799334993;7000-8000
2918;7173.2;5.587361144088202;48.7773172072707;7000-8000
2919;7023.6;5.587370856766119;48.77730642118916;7000-8000
2920;7046.1;5.587380569444036;48.77729563510529;7000-8000
2921;6554.9;5.58739046198636;48.77728496754755;< 7000
2922;7218.0;5.587400354528683;48.77727418145908;7000-8000
2923;6798.6;5.587410247071007;48.77726339536828;< 7000
2924;6494.3;5.5874199597489245;48.77725260927518;< 7000
2925;6237.8;5.587429492562436;48.77724194170828;< 7000
2926;6961.7;5.587439025375947;48.77723115561058;< 7000
2927;6690.2;5.587448738053865;48.77722036951054;< 7000
2928;6012.7;5.587458630596188;48.77720958340819;< 7000
2929;6917.6;5.587468163409699;48.77719915288942;< 7000
2930;6699.1;5.587478235816429;48.77718836678252;< 7000
2931;6431.3;5.5874877686299405;48.77717781773065;< 7000
2932;6523.2;5.587497661172264;48.77716715014788;< 7000
2933;7364.0;5.587506834256964;48.77715624550535;7000-8000
2934;7078.5;5.587516906663693;48.77714581497551;7000-8000
2935;6436.0;5.587526259612799;48.77713491032834;< 7000
2936;6901.3;5.58753579242631;48.77712436126525;< 7000
2937;7225.5;5.587545684968633;48.77711357514227;7000-8000
2938;6829.6;5.587555577510957;48.77710290754583;< 7000
2939;7138.4;5.58756547005328;48.77709235847602;7000-8000
2940;6785.9;5.5875751827311975;48.77708145381725;< 7000
2941;6587.7;5.587584355815898;48.77707066768505;< 7000
2942;7199.1;5.587594068493814;48.77705988155053;7000-8000
2943;6855.1;5.587603961036138;48.777049213942696;< 7000
2944;6830.4;5.587614213307274;48.77703854633258;< 7000
2945;7053.2;5.587623746120785;48.777027760191146;7000-8000
2946;6370.6;5.587633458798702;48.77701685551836;< 7000
2947;6793.5;5.587642991612214;48.77700606937227;< 7000
2948;6731.9;5.587652884154537;48.77699552028211;< 7000
2949;6762.0;5.58766241696805;48.7769846156023;< 7000
2950;6983.9;5.58767194978156;48.7769738294493;< 7000
2951;6838.2;5.587681842323884;48.77696316182316;< 7000
2952;6430.1;5.5876919147306126;48.77695249419475;< 7000
2953;7121.3;5.587701627408531;48.776941708034855;7000-8000
2954;7345.4;5.587711160222042;48.77693080334336;7000-8000
2955;6942.5;5.587721232628772;48.77692013570808;< 7000
2956;7137.7;5.587730405713471;48.7769092310119;7000-8000
2957;7009.7;5.587740657984607;48.77689868190138;7000-8000
2958;7076.8;5.58775055052693;48.77688777720054;7000-8000
2959;7183.5;5.587760263204848;48.776877109556125;7000-8000
2960;6896.4;5.587769975882765;48.7768662048506;< 7000
2961;6208.6;5.587779868425088;48.77685553720159;< 7000
2962;6258.4;5.587789581103007;48.77684463249138;< 7000
2963;6219.2;5.587799113916517;48.7768337277788;< 7000
2964;6522.7;5.587808826594435;48.776823060122894;< 7000
2965;6247.8;5.587818719136759;48.77681215540562;< 7000
2966;6482.8;5.587828791543488;48.77680136921556;< 7000
2967;6571.1;5.587838684085811;48.77679058302319;< 7000
2968;6225.4;5.587848216899323;48.77677979682848;< 7000
2969;6602.4;5.587858109441647;48.77676901063146;< 7000
2970;6581.2;5.587867822119563;48.77675822443213;< 7000
2971;6664.7;5.587877714661886;48.77674743823048;< 7000
2972;6306.9;5.587887607204209;48.77673653349678;< 7000
2973;6182.4;5.587897319882128;48.77672574729048;< 7000
2974;6484.3;5.587907032560045;48.77671496108184;< 7000
2975;6706.1;5.587916925102368;48.77670405634108;< 7000
2976;6612.2;5.587926637780286;48.77669338865763;< 7000
2977;6218.4;5.587936530322609;48.77668248391221;< 7000
2978;6409.4;5.587946602729339;48.77667181622416;< 7000
2979;6662.7;5.587956495271662;48.776661030003936;< 7000
2980;6145.3;5.587966207949578;48.77665000672153;< 7000
2982;6118.4;5.587985633305414;48.77662831573943;< 7000
2983;6300.4;5.587995345983331;48.77661752950986;< 7000
2984;6260.5;5.588005238525655;48.77660674327798;< 7000
2985;6676.3;5.588015131067978;48.77659595704378;< 7000
2986;6288.5;5.588025023610301;48.776585052277184;< 7000
2987;6212.0;5.588034916152624;48.77657426603832;< 7000
2988;6227.9;5.588044808694948;48.77656347979715;< 7000
2989;6811.2;5.588054701237271;48.77655269355365;< 7000
2991;6095.2;5.588074486321918;48.776531002529495;< 7000
2992;6167.9;5.58808401913543;48.77652033480926;< 7000
2995;6087.0;5.5881133370335885;48.77648762045307;< 7000
2997;6146.1;5.588133122118235;48.77646616646153;< 7000
2998;6141.5;5.588143014660558;48.77645538019712;< 7000
3010;8275.0;5.588094990864188;48.77635569603948;8000-9000
3011;8138.6;5.588084918457459;48.77636505995808;8000-9000
3012;7492.9;5.58807484605073;48.77637501652784;7000-8000
3013;7033.6;5.588065852830437;48.77638639546228;7000-8000
3014;7054.3;5.588055600559301;48.77639765586361;7000-8000
3015;7191.7;5.588045348288166;48.776408679201424;7000-8000
3016;7166.2;5.58803509601703;48.776419821067286;7000-8000
3017;7221.2;5.588025023610301;48.77643084440023;7000-8000
3018;7488.5;5.588015131067978;48.776441986261176;7000-8000
3019;7162.9;5.588005058661249;48.77645324665004;7000-8000
3020;6728.4;5.587994806390114;48.77646438850602;< 7000
3021;6875.4;5.587984554118979;48.77647564888986;< 7000
3022;6794.7;5.587974481712249;48.77648690927118;< 7000
3023;7032.1;5.587964589169926;48.77649816964996;7000-8000
3024;7064.1;5.587954336898791;48.77650931149597;7000-8000
3025;7101.0;5.587944084627655;48.77652069039997;7000-8000
3026;6915.6;5.58793383235652;48.77653183224098;< 7000
3027;6809.0;5.587923759949791;48.776543092609685;< 7000
3028;6820.9;5.587913507678656;48.77655435297587;< 7000
3029;7226.1;5.587903255407521;48.77656561333954;7000-8000
3030;6773.9;5.5878928232719804;48.77657687370067;< 7000
3031;7153.6;5.587882750865252;48.776588134059295;7000-8000
3032;7120.6;5.587872498594116;48.77659939441537;7000-8000
3033;6887.2;5.587862246322981;48.77661065476894;< 7000
3034;7020.6;5.587852173916252;48.77662179658997;7000-8000
3035;7243.6;5.587842101509523;48.77663305693851;7000-8000
3036;7129.0;5.587832029102794;48.77664431728451;7000-8000
3037;6385.4;5.587821596967252;48.776655577628;< 7000
3038;7001.5;5.587811524560523;48.77666671943906;7000-8000
3039;6945.0;5.587801092424982;48.776677861247656;< 7000
3040;7044.1;5.587791020018253;48.776689121583615;7000-8000
3041;6772.8;5.587780947611523;48.77670050044686;< 7000
3042;6741.9;5.587770875204794;48.77671164224795;< 7000
3043;6983.8;5.587760802798066;48.77672302110609;< 7000
3044;6847.7;5.5877503706625244;48.77673416290219;< 7000
3045;6661.5;5.587740118391389;48.77674542322552;< 7000
3046;7496.2;5.587730225849065;48.776756802076;7000-8000
3047;7453.4;5.587719793713525;48.776767943864606;7000-8000
3048;7395.1;5.587709361577984;48.77677920418036;7000-8000
3049;7388.5;5.587699109306849;48.77679034596397;7000-8000
3050;7639.5;5.58768903690012;48.7768016062747;7000-8000
3051;7519.3;5.58767896449339;48.77681286658291;7000-8000
3052;7083.9;5.587668892086661;48.77682412688858;7000-8000
3053;7004.5;5.587658639815526;48.77683538719173;7000-8000
3054;6983.5;5.587648207679985;48.776846528962885;< 7000
3055;7541.4;5.587637955408849;48.776857789261015;7000-8000
3056;6961.7;5.587627883002121;48.7768689310272;< 7000
3057;6936.8;5.587617630730985;48.77688030984969;< 7000
3058;7016.4;5.587607558324256;48.77689168866959;7000-8000
3059;6864.3;5.587597306053121;48.77690294895759;< 7000
3060;7440.6;5.58758687391758;48.77691409071376;7000-8000
3061;7367.4;5.587576801510851;48.776925588055285;7000-8000
3062;7360.9;5.587566549239716;48.776936729806415;7000-8000
3063;7389.6;5.587556296968581;48.776948108613546;7000-8000
3064;7099.3;5.587546044697445;48.77695936888888;7000-8000
3065;7203.5;5.58753579242631;48.77697051063252;7000-8000
3066;7400.9;5.587525899883987;48.77698200796112;7000-8000
3067;7468.3;5.587515287884041;48.77699314969974;7000-8000
3068;7218.7;5.587505035612906;48.77700452849408;7000-8000
3069;7421.3;5.5874947833417705;48.77701555169863;7000-8000
3070;7018.0;5.587484531070635;48.77702681195883;7000-8000
3071;7290.5;5.587474818392718;48.77703819074553;7000-8000
3072;7584.6;5.587464745985987;48.77704945100066;7000-8000
3073;7107.8;5.587454133986042;48.77706082978223;7000-8000
3074;7503.8;5.587444061579313;48.77707197150335;7000-8000
3075;7426.3;5.587433449579365;48.777083113222;7000-8000
3076;7523.4;5.587423557037042;48.77709449199593;7000-8000
3077;7458.7;5.5874134846303125;48.777105870767286;7000-8000
3078;7858.4;5.587403232359177;48.77711713100725;7000-8000
3079;7374.3;5.587392620359231;48.77712850977348;7000-8000
3080;7541.3;5.587382368088096;48.77713965147957;7000-8000
3081;8099.7;5.587372115816961;48.77715091171195;8000-9000
3082;8122.9;5.5873618635458255;48.777162290470514;8000-9000
3083;7810.0;5.587351791139096;48.77717366922651;7000-8000
3084;8336.0;5.587341538867961;48.77718492945125;8000-9000
3085;8207.5;5.587331466461232;48.777196308202114;8000-9000
3086;7679.0;5.587321034325691;48.77720756842178;7000-8000
3087;8141.1;5.587310782054556;48.777218710110326;8000-9000
3088;8014.9;5.587300709647827;48.77722997032497;8000-9000
3089;8093.3;5.587290457376692;48.77724123053708;8000-9000
3090;7765.2;5.587280205105557;48.77725249074668;7000-8000
3091;7976.7;5.587269952834422;48.77726363242525;7000-8000
3092;8358.4;5.587259700563286;48.77727489262982;8000-9000
3093;8273.5;5.587249628156557;48.777286152831856;8000-9000
3094;8245.0;5.587239555749829;48.777297294502965;8000-9000
3095;8620.3;5.587229303478693;48.77730855469998;8000-9000
3096;8152.2;5.587219231071964;48.77731981489447;8000-9000
3097;8496.1;5.587209158665234;48.7773309565581;8000-9000
3098;8117.0;5.587198726529693;48.77734221674757;8000-9000
3099;8255.7;5.587188654122964;48.77735335840623;8000-9000
3100;8119.2;5.587178581716235;48.777364500062426;8000-9000
3101;7400.5;5.5871683294451;48.77737587877258;7000-8000
3102;8038.1;5.587158257038371;48.777387020423774;8000-9000
3103;8140.3;5.587148004767236;48.77739828060066;8000-9000
3104;7463.8;5.587137932360506;48.77740954077502;7000-8000
3105;7894.0;5.587127680089371;48.777420682418736;7000-8000
3106;7618.9;5.587117607682642;48.77743182405999;7000-8000
3107;8098.1;5.587107535275912;48.77744320275489;8000-9000
3108;8069.1;5.587097103140373;48.77745446291917;8000-9000
3109;7634.0;5.587086850869237;48.77746572308093;7000-8000
3110;7059.8;5.587076418733695;48.77747710176814;7000-8000
3111;7305.9;5.587066346326967;48.77748836192481;7000-8000
3112;7588.1;5.587056273920237;48.77749962207898;7000-8000
3113;7352.0;5.587046201513508;48.77751088223061;7000-8000
3114;7791.2;5.587035769377967;48.7775221423797;7000-8000
3115;8108.9;5.587025337242426;48.77753328399844;8000-9000
3116;7428.9;5.587014905106885;48.77754466267033;7000-8000
3117;7260.1;5.58700465283575;48.77755592281186;7000-8000
3118;7499.3;5.586994940157832;48.77756742000639;7000-8000
3119;7498.1;5.586984687886698;48.77757856161507;7000-8000
3120;7058.5;5.586974435615563;48.77758982174899;7000-8000
3121;6656.7;5.586964183344428;48.7776009633527;< 7000
3122;6807.9;5.5869539310732925;48.777612342009256;< 7000
3123;7261.0;5.5869436788021565;48.77762348360797;7000-8000
3124;7088.1;5.586933606395427;48.77763486225943;7000-8000
3125;6747.4;5.586923174259886;48.7776462409083;< 7000
3126;6845.6;5.586912742124346;48.77765750102703;< 7000
3127;7443.7;5.586902489853212;48.77766876114325;7000-8000
3128;7108.9;5.586892237582076;48.77768002125693;7000-8000
3129;7511.0;5.586882165175347;48.77769151842303;7000-8000
3130;7510.4;5.586871912904211;48.777702778531626;7000-8000
3131;7177.3;5.586861660633076;48.77771403863768;7000-8000
3132;7468.9;5.586851408361941;48.7777252987412;7000-8000
3133;8014.4;5.586841156090806;48.77773655884222;8000-9000
3134;8221.2;5.586830903819671;48.77774793746804;8000-9000
3135;7790.0;5.586820651548536;48.77775931609127;7000-8000
3136;7941.4;5.586810219412995;48.77777057618465;7000-8000
3137;8049.8;5.58679996714186;48.77778171774824;8000-9000
3138;7703.1;5.586789894735131;48.77779297783659;7000-8000
3139;7752.9;5.586780002192808;48.77780435644962;7000-8000
3140;7488.4;5.586769749921672;48.77781573506008;7000-8000
3141;7690.9;5.586759677514944;48.77782699514079;7000-8000
3142;7564.4;5.586749245379402;48.77783813669186;7000-8000
3143;7681.4;5.586739172972673;48.77784939676756;7000-8000
3144;7881.4;5.586728740837131;48.77786065684073;7000-8000
3145;7726.7;5.586718488565996;48.77787191691137;7000-8000
3146;7425.1;5.586708056430456;48.777883176979486;7000-8000
3147;8034.0;5.586697984023727;48.77789455557207;8000-9000
3148;8073.9;5.586687731752591;48.77790581563511;8000-9000
3149;7230.0;5.586677479481456;48.777917075695626;7000-8000
3150;8188.0;5.586667586939133;48.77792845428053;8000-9000
3151;8131.6;5.586657334667998;48.77793959580908;8000-9000
3152;7715.3;5.586646902532457;48.777950737335146;7000-8000
3153;7425.9;5.586636650261322;48.77796199738559;7000-8000
3154;7810.4;5.586626397990186;48.7779733759603;7000-8000
3155;7857.0;5.586616145719051;48.77798475453245;7000-8000
3156;7575.1;5.586606073312321;48.77799601457525;7000-8000
3157;8162.6;5.586595821041187;48.77800739314225;8000-9000
3158;8190.6;5.586585568770052;48.778018653179984;8000-9000
3159;8117.2;5.586575496363324;48.77803003174186;8000-9000
3160;8079.2;5.586565244092188;48.77804117324786;8000-9000
3161;8192.3;5.586554811956646;48.77805243327801;8000-9000
3162;7889.1;5.586544379821105;48.77806357477905;7000-8000
3163;7948.6;5.586534487278782;48.778074834804166;7000-8000
3164;8105.6;5.586524414872053;48.778086094826776;8000-9000
3165;8438.0;5.586514342465324;48.77809723632033;8000-9000
3166;7804.5;5.586504090194189;48.77810837781142;7000-8000
3167;8083.0;5.5864938379230535;48.778119400773576;8000-9000
3168;8436.5;5.5864839453807305;48.77813066078618;8000-9000
3169;7844.4;5.586473693109595;48.77814192079625;7000-8000
3170;8145.3;5.586463620702865;48.778153299330185;8000-9000
3171;9037.8;5.586453368431731;48.77816432228247;> 10000
3172;8397.1;5.586443116160596;48.77817546375867;8000-9000
3173;8299.0;5.58643286388946;48.7781866052324;8000-9000
3174;8590.9;5.586422971347137;48.77819774670365;8000-9000
3175;8898.5;5.586412898940408;48.77820900669868;8000-9000
3176;9556.9;5.586402826533679;48.77822014816496;> 10000
3177;9222.1;5.586392754126949;48.77823128962876;> 10000
3178;8397.7;5.586382321991408;48.77824254961627;8000-9000
3179;9165.9;5.586372249584679;48.77825357254896;> 10000
3180;9097.3;5.58636217717795;48.77826471400534;> 10000
3181;7854.5;5.586351924906815;48.77827609251145;7000-8000
3182;8158.0;5.586341852500086;48.778287352488896;8000-9000
3183;8408.4;5.586331780093356;48.77829825688571;8000-9000
3184;8670.9;5.586321707686627;48.7783095168582;8000-9000
3185;8940.9;5.586311635279898;48.77832077682815;8000-9000
3186;8681.8;5.586301383008763;48.77833168121771;8000-9000
3187;8210.6;5.586291670330846;48.77834294118269;8000-9000
3188;8471.2;5.586281238195305;48.77835408261924;8000-9000
3189;8959.1;5.586271345652982;48.7783653425792;8000-9000
3190;8583.2;5.586261093381846;48.77837660253664;8000-9000
3191;9305.8;5.586251200839523;48.77838774396572;> 10000
3192;8912.5;5.586240408975171;48.77839852981492;8000-9000
3193;8640.0;5.586230696297253;48.77840990829069;8000-9000
3194;7920.7;5.586220623890523;48.77842140528963;7000-8000
3195;8567.4;5.586210191754982;48.77843219113159;8000-9000
3196;9067.5;5.586200299212659;48.778443332548335;> 10000
3197;8369.1;5.58619022680593;48.77845459248827;8000-9000
3198;8622.1;5.586179974534795;48.7784656153744;8000-9000
3199;7659.7;5.586170081992471;48.77847675678373;7000-8000
3200;8429.1;5.586160009585742;48.77848813524176;8000-9000
3201;7283.9;5.586149937179013;48.77849927664609;7000-8000
3209;9804.8;5.5859920162306524;48.77852025566666;> 10000
3212;9729.5;5.586008204027181;48.77850117305509;> 10000
3213;9058.6;5.5860143194169805;48.77849382446981;> 10000
3214;8516.1;5.586021693857622;48.778485883255485;8000-9000
3215;8295.6;5.586029068298263;48.778478060565504;8000-9000
3216;8303.3;5.586036802467715;48.77847011934868;8000-9000
3217;8965.9;5.58604399704395;48.77846229665626;8000-9000
3218;8251.9;5.586051191620186;48.77845435543693;8000-9000
3219;9119.6;5.586058386196421;48.77844629569066;> 10000
3220;9413.5;5.586065221043844;48.77843835446882;> 10000
3221;9092.9;5.586072415620079;48.77843041324571;> 10000
3222;8753.9;5.586079610196315;48.77842247202135;8000-9000
3223;9707.6;5.586086984636955;48.7784146493215;> 10000
3224;8753.7;5.586094179213191;48.77840670809464;8000-9000
3225;8422.4;5.586101373789425;48.77839852981492;8000-9000
3226;7913.8;5.586108928094473;48.778390351533865;7000-8000
3227;9832.9;5.586116302535114;48.77838193619981;> 10000
3228;8360.5;5.58612385684016;48.77837375791605;8000-9000
3229;9011.4;5.586131411145208;48.77836557963097;> 10000
3230;8718.2;5.586139325179067;48.778357045766846;8000-9000
3231;9000.4;5.5861472392129246;48.77834839337535;> 10000
3232;8146.7;5.586155153246783;48.77833974098237;8000-9000
3233;9618.3;5.58616270755183;48.77833097006194;> 10000
3234;9743.4;5.586170981314501;48.778321962088;> 10000
3235;8644.9;5.586179255077171;48.77831295411245;8000-9000
3236;8773.9;5.586187348975436;48.778303709083225;8000-9000
3237;9007.1;5.586195622738106;48.77829470110441;> 10000
3238;8537.5;5.586204975687212;48.77828450786326;8000-9000
3239;8849.8;5.5862137890431;48.77827467019833;8000-9000
3240;9098.5;5.586222782263394;48.77826530663594;> 10000
3241;8421.0;5.586231056026064;48.778256061597936;8000-9000
3242;8786.7;5.586239329788736;48.77824669803208;8000-9000
3243;7757.3;5.586248502873435;48.778236267728815;7000-8000
3244;7179.1;5.586258395415759;48.77822560037096;7000-8000
3245;8036.9;5.586266669178428;48.778216236799416;8000-9000
