;wheat_mass;Longitude;Latitude;wheat_mass_categorical
935;7273.7;5.587857030255211;48.776170313797856;7000-8000
936;6324.4;5.587837964628187;48.77616652080367;< 7000
937;6509.3;5.587818899001164;48.77616308340245;< 7000
938;7120.9;5.587799653509735;48.776159527469886;7000-8000
939;7262.2;5.587780408018306;48.77615585300599;7000-8000
940;7590.3;5.587761162526877;48.776152534135136;7000-8000
941;7739.0;5.587741917035448;48.77614933379517;7000-8000
942;7300.1;5.587722671544019;48.77614613345501;7000-8000
943;7057.7;5.587702886459372;48.77614281458351;7000-8000
944;7210.0;5.587682561781508;48.77613961424292;7000-8000
945;7049.5;5.587661337781615;48.77613653243328;7000-8000
946;7020.4;5.587639754052909;48.77613356915461;7000-8000
947;6158.1;5.587617810595391;48.77613001321996;< 7000
948;6579.1;5.587595507409063;48.776126457285066;< 7000
949;6988.0;5.587573743815952;48.7761230198811;< 7000
950;6938.6;5.587551800358433;48.77611958247688;< 7000
951;6830.4;5.587529497172105;48.77611578947886;< 7000
952;7239.5;5.587508093307806;48.77611152235575;7000-8000
953;6617.8;5.5874865095791;48.77610701816984;< 7000
954;6555.2;5.5874649258503934;48.77610263251476;< 7000
955;6447.1;5.587443342121689;48.77609765420311;< 7000
956;6649.6;5.587421938257389;48.77609279442223;< 7000
957;6627.0;5.587399994799871;48.77608876435967;< 7000
958;6448.4;5.587378051342355;48.776085089890586;< 7000
959;6651.1;5.587356287749244;48.77608117835869;< 7000
960;6721.5;5.587334524156131;48.77607762242032;< 7000
961;6621.1;5.587312400834209;48.7760743035443;< 7000
962;6711.5;5.58729009764788;48.77607110319936;< 7000
963;6269.4;5.587267974325957;48.77606766579159;< 7000
965;6022.0;5.587224087410923;48.77606007978742;< 7000
966;6040.3;5.587202323817811;48.77605593119091;< 7000
967;6067.6;5.587180200495888;48.77605201965673;< 7000
968;6974.0;5.587158257038371;48.77604810812225;< 7000
969;6563.5;5.587136313580854;48.77604419658746;< 7000
970;6012.0;5.587114010394524;48.77604052211512;< 7000
972;6028.9;5.587069763750678;48.77603293610685;< 7000
973;6808.3;5.587047820293161;48.77602914310228;< 7000
974;6333.8;5.587025696971238;48.77602570569164;< 7000
975;6313.6;5.587003933378126;48.776022031217934;< 7000
976;6664.7;5.586981810056203;48.77601859380682;< 7000
977;6605.8;5.586960226327498;48.77601503786404;< 7000
978;6187.7;5.586937023819139;48.77601124485812;< 7000
979;6260.3;5.586913101853158;48.77600733332046;< 7000
980;6138.0;5.5868898993448;48.77600318471958;< 7000
982;6492.3;5.586846012429765;48.775994531922365;< 7000
983;6323.9;5.58682352937903;48.7759906203834;< 7000
991;6804.2;5.586643844837557;48.77595956512391;< 7000
994;6475.1;5.586524055143241;48.77595932806078;< 7000
997;6841.1;5.586505708973842;48.77599951024423;< 7000
998;7566.3;5.586497615075577;48.77601017807514;7000-8000
999;8272.2;5.586488621855284;48.776019897652446;8000-9000
1000;7426.6;5.586479268906178;48.77603032841623;7000-8000
1001;8355.3;5.586470275685883;48.7760409962406;8000-9000
1002;7399.2;5.586459303957126;48.77605225671942;7000-8000
1003;7626.9;5.586447972499554;48.77606292453912;7000-8000
1004;8220.8;5.586436461177578;48.77607382941913;8000-9000
1005;8303.0;5.586426029042037;48.77608497135932;8000-9000
1006;8398.3;5.586415956635308;48.77609623182827;8000-9000
1007;8269.8;5.586405164770955;48.77610725523227;8000-9000
1008;8010.9;5.586394193042197;48.77611816010266;8000-9000
1009;7502.5;5.58638268172022;48.77612894643952;7000-8000
1010;7956.6;5.5863706308050265;48.7761402068986;7000-8000
1011;7529.5;5.58635911948305;48.77615170441738;7000-8000
1012;8059.1;5.586348147754292;48.77616296487137;8000-9000
1013;7789.0;5.586337535754344;48.77617410679176;7000-8000
1014;7799.4;5.586326564025586;48.776185604302775;7000-8000
1015;8126.7;5.586315412432422;48.77619662768714;8000-9000
1016;8010.7;5.586304080974851;48.7762076510691;8000-9000
1017;7538.7;5.586292749517281;48.77621867444864;7000-8000
1018;8001.6;5.586281238195305;48.77622957929482;8000-9000
1019;8217.6;5.586269726873329;48.77624048413864;8000-9000
1020;7708.0;5.586258395415759;48.776251388980086;7000-8000
1021;7959.9;5.586246884093782;48.77626241235002;7000-8000
1022;8104.2;5.586235552636212;48.7762733171867;8000-9000
1023;8162.4;5.586223861449829;48.77628422202102;8000-9000
1024;7990.3;5.586213069585477;48.776295245383736;7000-8000
1025;8131.0;5.586202097856718;48.77630650580552;8000-9000
1026;7674.0;5.586190766399148;48.77631741063263;7000-8000
1027;7749.8;5.586179255077171;48.77632843398806;7000-8000
1028;8749.0;5.586167923619601;48.77633945734107;8000-9000
1029;7779.4;5.5861567720264365;48.77635048069165;7000-8000
1030;7827.2;5.586145620433272;48.77636150403983;7000-8000
1031;7806.1;5.586134468840108;48.77637252738558;7000-8000
1032;7883.9;5.586123497111349;48.77638366925947;7000-8000
1033;8178.7;5.586112885111402;48.77639492966141;8000-9000
1034;7483.9;5.5861020932470495;48.77640607153034;7000-8000
1035;7307.8;5.58609112151829;48.776417213396776;7000-8000
1036;7936.5;5.586080329653938;48.7764284737912;7000-8000
1037;7916.9;5.5860695377895855;48.77643961565267;7000-8000
1038;7555.2;5.586058745925232;48.77645087604207;7000-8000
1039;8190.0;5.58604795406088;48.77646213642896;8000-9000
1040;8316.0;5.586037162196527;48.77647327828295;8000-9000
1041;7744.1;5.58602655019658;48.77648453866479;7000-8000
1042;7650.2;5.586015758332227;48.77649579904411;7000-8000
1043;8228.3;5.586005506061093;48.776506822360375;8000-9000
1044;8160.5;5.5859948940611455;48.77651820126494;8000-9000
1045;7876.8;5.585984282061198;48.77652922457628;7000-8000
1046;7674.4;5.58597331033244;48.7765402478852;7000-8000
1047;7683.4;5.585962158739275;48.77655138972186;7000-8000
1048;7892.8;5.585951366874923;48.776562531556046;7000-8000
1049;7438.2;5.585940395146164;48.77657379191788;7000-8000
1050;7603.2;5.585929603281811;48.7765849337471;7000-8000
1051;7547.4;5.585918811417459;48.77659607557385;7000-8000
1052;7421.6;5.5859078396887;48.77660721739812;7000-8000
1053;8638.5;5.585897047824347;48.77661835921992;8000-9000
1054;8297.0;5.585886795553212;48.77662961956922;8000-9000
1055;7863.1;5.58587600368886;48.776640879916;7000-8000
1056;7769.8;5.5858652118245065;48.77665214026025;7000-8000
1057;7797.9;5.585854240095748;48.776663282072086;7000-8000
1058;7499.9;5.585843448231396;48.77667454241131;7000-8000
1059;7594.5;5.585832656367042;48.77668568421817;7000-8000
1060;8346.0;5.585821504773878;48.776696826022544;8000-9000
1061;8353.0;5.5858103531807135;48.77670784929466;8000-9000
1062;7883.0;5.5858001009095775;48.7767191096239;7000-8000
1063;7593.0;5.585789668774038;48.776730607010094;7000-8000
1064;8047.4;5.585779596367309;48.77674198586393;8000-9000
1065;7797.8;5.585769344096174;48.77675348324488;7000-8000
1066;7568.7;5.585759091825039;48.77676486209353;7000-8000
1067;7848.6;5.5857490194183095;48.77677635946924;7000-8000
1068;7708.4;5.58573894701158;48.77678773831272;7000-8000
1069;7663.0;5.58572887460485;48.77679923568319;7000-8000
1070;8000.1;5.585718982062526;48.77681085158057;8000-9000
1071;8208.2;5.585708909655798;48.77682234894575;8000-9000
1072;7357.1;5.585698837249068;48.776833964837785;7000-8000
1073;7365.8;5.585688584977933;48.776845225138736;7000-8000
1074;7873.6;5.585679052164422;48.77685684102548;7000-8000
1075;7828.7;5.585668979757693;48.776868338380126;7000-8000
1076;7298.9;5.585658907350964;48.77687995426153;7000-8000
1077;7099.1;5.5856486550798286;48.77689133308152;7000-8000
1078;7497.5;5.585638222944287;48.77690271189893;7000-8000
1079;7141.5;5.585628150537558;48.77691432777237;7000-8000
1080;7253.3;5.585618257995235;48.77692594364312;7000-8000
1081;6960.4;5.585608185588506;48.77693744098193;< 7000
1082;7068.8;5.585598293046183;48.77694905684735;7000-8000
1083;7377.1;5.58558876023267;48.77696079123927;7000-8000
1084;7473.5;5.585579227419159;48.77697264415761;7000-8000
1085;7886.9;5.585569514741241;48.77698426001488;7000-8000
1086;7541.1;5.585559802063325;48.77699587586945;7000-8000
1087;7302.9;5.585550269249813;48.77700772877951;7000-8000
1088;7465.0;5.585540736436301;48.77701946315772;7000-8000
1089;7660.5;5.585531383487195;48.77703131606221;7000-8000
1090;8070.5;5.585521850673684;48.77704340602191;8000-9000
1091;7782.0;5.585512497724578;48.77705525892075;7000-8000
1092;7807.8;5.585503324639878;48.777067111816784;7000-8000
1093;7784.3;5.585493611961961;48.77707884618111;7000-8000
1094;7531.1;5.585483719419638;48.77709058054269;7000-8000
1095;7659.1;5.585474186606126;48.77710243343039;7000-8000
1096;7583.1;5.585465553114644;48.77711404925761;7000-8000
1097;8006.7;5.585456739758755;48.77712530949574;8000-9000
1098;7571.2;5.585447566674056;48.777136569731326;7000-8000
1099;7721.7;5.585437853996139;48.7771480670219;7000-8000
1100;7521.7;5.5854281413182205;48.77715968283857;7000-8000
1101;7818.2;5.585418968233521;48.77717141718126;7000-8000
1102;7513.7;5.585410874335257;48.77718350710722;7000-8000
1103;7072.1;5.585402060979368;48.77719547850161;7000-8000
1104;7375.8;5.585393427487886;48.777207331364544;7000-8000
1105;7700.4;5.585384254403186;48.77721894716751;7000-8000
1106;8474.8;5.585375261182892;48.777230681496334;8000-9000
1107;7842.9;5.585365728369381;48.77724217876535;7000-8000
1108;7826.6;5.585356015691463;48.77725391308876;7000-8000
1109;8060.3;5.58534612314914;48.77726552888093;8000-9000
1110;7428.6;5.585336050742411;48.77727702614197;7000-8000
1111;6756.6;5.585325978335681;48.77728852340038;< 7000
1112;7203.6;5.585316265657765;48.77729978359936;7000-8000
1113;8036.1;5.585306552979847;48.777310451153966;8000-9000
1114;8428.0;5.585297919488364;48.77732123723464;8000-9000
1115;8596.0;5.5852898255901;48.77733154919971;8000-9000
1116;8460.3;5.585281731691835;48.77734186116267;8000-9000
1117;9042.1;5.585273637793571;48.77735229165178;> 10000
1118;8909.6;5.585265543895306;48.77736272213873;8000-9000
1119;7473.1;5.5852567305394185;48.777374100849286;7000-8000
1120;8374.3;5.585248456776748;48.77738524250088;8000-9000
1121;8488.3;5.585240362878483;48.77739650267816;8000-9000
1122;8191.3;5.585232268980218;48.77740776285292;8000-9000
1123;8287.2;5.5852241750819545;48.77741902302515;8000-9000
1124;8442.5;5.585215721454878;48.77743028319486;8000-9000
1125;7929.6;5.585207447692207;48.77744142483398;7000-8000
1126;7935.9;5.585198994065131;48.7774528035267;7000-8000
1127;8582.8;5.58519072030246;48.777463945160825;8000-9000
1128;8234.7;5.5851822666753845;48.77747508679247;8000-9000
1129;8516.6;5.585173453319497;48.77748610989369;8000-9000
1130;8213.2;5.585164460099203;48.777497251520415;8000-9000
1131;8586.2;5.58515582660772;48.77750827461677;8000-9000
1132;8123.3;5.5851466535230205;48.7775192977107;8000-9000
1133;8374.9;5.585137840167132;48.77753020227435;8000-9000
1134;8310.3;5.585129026811244;48.77754134389129;8000-9000
1135;8473.7;5.585120213455356;48.777552485505765;8000-9000
1136;8139.9;5.585111040370656;48.77756339006221;8000-9000
1137;8198.4;5.585102047150362;48.77757441314404;8000-9000
1138;8570.3;5.585093053930068;48.77758543622345;8000-9000
1139;8069.5;5.58508424057418;48.77759634077274;8000-9000
1140;7561.0;5.585075247353887;48.777607482375;7000-8000
1141;8060.4;5.585066254133593;48.7776183869195;8000-9000
1142;8036.0;5.585056901184487;48.77762917293402;8000-9000
1143;7620.7;5.585047728099787;48.777640077473805;7000-8000
1144;7926.2;5.585038914743898;48.77765110053879;7000-8000
1145;7783.8;5.585029921523605;48.77766212360135;7000-8000
1146;7646.8;5.585021288032123;48.777673265189016;7000-8000
1147;7105.9;5.585012474676234;48.77768428824672;7000-8000
1148;6915.1;5.585003481455941;48.77769542982946;< 7000
1149;6956.1;5.584994668100053;48.7777064528823;< 7000
1150;7671.8;5.584986754066194;48.77771712035048;7000-8000
1151;7422.2;5.584979199761148;48.77772778781639;7000-8000
1152;7396.0;5.584972364913724;48.77773809969795;7000-8000
1153;7725.8;5.584926319625819;48.77780174885103;7000-8000
1154;7897.1;5.584918045863148;48.77781277188051;7000-8000
1155;8135.5;5.584909951964884;48.77782391343474;8000-9000
1156;7797.0;5.584901498337808;48.777834817932224;7000-8000
1157;8255.7;5.584892684981918;48.777845722427344;8000-9000
1158;7603.4;5.584883871626031;48.777857575136736;7000-8000
1159;7415.2;5.5848745186769255;48.77786930931629;7000-8000
1160;7537.1;5.584865705321037;48.777881280547135;7000-8000
1161;7264.1;5.584855632914308;48.77789325177513;7000-8000
1162;7407.3;5.58484681955842;48.77790522300028;7000-8000
1163;7373.3;5.584837826338125;48.7779173127495;7000-8000
1164;7414.4;5.5848290129822376;48.77792963954963;7000-8000
1165;6621.4;5.584819839897539;48.777942558981145;< 7000
1166;6972.7;5.58481102654165;48.77795512282878;< 7000
1167;6362.6;5.584802033321356;48.77796780520009;< 7000
1168;6825.0;5.584793399829874;48.777980487568186;< 7000
1169;7042.5;5.584783507287551;48.777992814352814;7000-8000
1170;7389.9;5.58477307515201;48.77800478555422;7000-8000
1171;7545.4;5.584762643016469;48.77801663822605;7000-8000
1172;7199.2;5.584753290067363;48.77802920205515;7000-8000
1173;6667.4;5.584744476711475;48.77804141030116;< 7000
1174;7209.7;5.584735483491181;48.778053974124056;7000-8000
1175;6933.6;5.584725770813264;48.77806606383745;< 7000
1176;7340.9;5.584716957457376;48.77807839060105;7000-8000
1177;6404.9;5.584708503830298;48.77809095441469;< 7000
1178;7104.8;5.5846998703388175;48.778103399698686;7000-8000
1189;9881.2;5.584689078474464;48.778214340379655;> 10000
1190;9143.1;5.584702388440499;48.7782176591142;> 10000
1191;7818.9;5.584717137321782;48.77822097784851;7000-8000
1192;7155.7;5.584732425796282;48.77822536331854;7000-8000
1193;7321.7;5.5847450163046926;48.778231171102576;7000-8000
1194;6888.8;5.584759045728351;48.77823686035975;< 7000
1195;6695.0;5.584774693931662;48.7782424310901;< 7000
1196;6647.8;5.58478962267735;48.77824823887216;< 7000
1197;7246.6;5.584804911151851;48.77825369107511;7000-8000
1198;6703.5;5.584820379490756;48.77825878769906;< 7000
1199;6888.3;5.5848354881008495;48.778263884322506;< 7000
1200;7188.2;5.584850776575349;48.77826909947154;7000-8000
1201;7123.7;5.584865885185443;48.77827407756784;7000-8000
1202;6864.5;5.5848808139311314;48.77827929271582;< 7000
1203;7304.6;5.58489610240563;48.77828403375897;7000-8000
1204;6964.2;5.584911390880131;48.77828841922347;< 7000
1205;7891.6;5.584926499490225;48.778292923213655;7000-8000
1206;7844.3;5.584941608100318;48.77829754572947;7000-8000
1207;8228.9;5.584956536846006;48.77830216824486;8000-9000
1208;7169.9;5.584971825320506;48.77830714633788;7000-8000
1209;7524.2;5.584987293659411;48.77831176885239;7000-8000
1210;7741.3;5.585002761998318;48.778316746944455;7000-8000
1211;7580.8;5.585017870608411;48.77832172503605;7000-8000
1212;8080.9;5.585033159082911;48.77832646607517;8000-9000
1213;8086.9;5.585048087828598;48.77833156269174;8000-9000
1214;7761.1;5.585063016574287;48.77833701488564;7000-8000
1215;7758.4;5.585077765455569;48.77834223002708;7000-8000
1216;7526.4;5.585092694201257;48.77834744516798;7000-8000
1217;7465.8;5.58510780281135;48.77835242325651;7000-8000
1218;7232.1;5.585122731557039;48.77835751987045;7000-8000
1219;7733.2;5.585136221387479;48.7783632091133;7000-8000
1220;7135.9;5.58515061053995;48.77836901688138;7000-8000
1221;6973.8;5.585164639963609;48.77837518022637;< 7000
1222;7465.7;5.585179208980485;48.77838063241553;7000-8000
1223;8081.8;5.585193418268549;48.778386084604094;8000-9000
1224;7616.3;5.5852079872854254;48.778391299740434;7000-8000
1225;7386.8;5.585222556302301;48.77839639635043;7000-8000
1226;7271.6;5.585237485047989;48.77840125590831;7000-8000
1227;7215.8;5.585252593658083;48.77840635251729;7000-8000
1228;7804.8;5.585267342539365;48.77841156765152;7000-8000
1229;7279.4;5.585282451149459;48.77841654573369;7000-8000
1230;7273.9;5.585297559759552;48.77842164234112;7000-8000
1231;6933.4;5.585312668369647;48.77842662042229;< 7000
1232;6856.2;5.58532777697974;48.778431598502976;< 7000
1233;7331.8;5.585342885589834;48.77843657658316;7000-8000
1234;7111.2;5.585358174064334;48.77844167318855;7000-8000
1235;7404.7;5.585373282674428;48.77844676979343;7000-8000
1236;7572.3;5.585388391284522;48.77845210344913;7000-8000
1237;7864.9;5.585403140165803;48.778457081527286;7000-8000
1238;7197.2;5.585418068911491;48.77846205960495;7000-8000
1239;7339.5;5.58543299765718;48.77846715620775;7000-8000
1240;7663.5;5.585447746538462;48.77847284543818;7000-8000
1241;7790.6;5.585462315555338;48.77847841614234;7000-8000
1242;7543.2;5.5854770644366205;48.778484105371504;7000-8000
1243;7454.0;5.585491633453497;48.778489676074415;7000-8000
1244;7450.4;5.585506562199184;48.778495009725575;7000-8000
1245;7715.6;5.585521670809277;48.77849998779946;7000-8000
1246;7787.2;5.585536599554966;48.77850496587287;7000-8000
1247;7704.9;5.585551888029466;48.7785097068947;7000-8000
1248;7468.6;5.585567176503965;48.77851468496715;7000-8000
1249;7721.6;5.585582285114059;48.77851990009012;7000-8000
1250;7433.0;5.585597393724154;48.778524996687054;7000-8000
1251;8582.4;5.58561232246984;48.778530330334455;8000-9000
1252;8047.9;5.585627431079935;48.77853530840485;8000-9000
1253;7515.3;5.585642539690029;48.77854040500021;7000-8000
1254;7566.5;5.585657828164528;48.77854550159508;7000-8000
1255;7534.7;5.585673296503434;48.778550361138514;7000-8000
1256;7615.5;5.585688944706745;48.77855522068149;7000-8000
1257;8345.7;5.585704592910057;48.77856019874941;8000-9000
1258;8648.2;5.585720061248962;48.778565295342254;8000-9000
1259;7883.6;5.585735529587868;48.77857015488378;7000-8000
1260;7657.6;5.585750638197962;48.77857489589946;7000-8000
1261;8468.0;5.585765926672463;48.778579755440056;8000-9000
1262;7844.7;5.585781395011368;48.778584970556274;7000-8000
1263;7810.5;5.585796683485866;48.77859042272264;7000-8000
1264;8156.9;5.585811971960367;48.778595756363096;8000-9000
1265;8408.3;5.585827260434866;48.77860097147765;8000-9000
1266;8112.1;5.585842369044961;48.77860630511698;8000-9000
1267;8175.4;5.585857477655054;48.77861152023044;8000-9000
1268;8097.5;5.585872945993959;48.77861661681808;8000-9000
1269;8090.9;5.5858884143328655;48.77862159487991;8000-9000
1270;8151.9;5.585903702807364;48.77862680999178;8000-9000
1271;7926.3;5.585919351010676;48.77863202510312;7000-8000
1272;8298.9;5.585934639485176;48.7786372402139;8000-9000
1273;8259.1;5.58594974809527;48.77864269237459;8000-9000
1274;8298.4;5.585964676840958;48.77864814453469;8000-9000
1275;7727.9;5.585979605586646;48.77865395226981;7000-8000
1278;8573.6;5.586008923484805;48.77866533068769;8000-9000
1279;8172.7;5.586023672366085;48.77867090137049;8000-9000
1280;8600.9;5.586038601111774;48.778676590577824;8000-9000
1281;8644.9;5.586053349993056;48.77868239830965;8000-9000
1282;8173.9;5.586067739145526;48.77868808751568;8000-9000
1283;7685.3;5.586081948433591;48.77869401377128;7000-8000
1284;7205.7;5.586096337586061;48.77870017707636;7000-8000
1285;6754.3;5.586110726738532;48.77870598480545;< 7000
1286;7641.9;5.586124936026596;48.77871214810906;7000-8000
1287;7873.7;5.58613914531466;48.77871807436181;7000-8000
1288;8068.8;5.586153354602724;48.77872423766394;8000-9000
1289;7955.8;5.586167563890789;48.77873040096532;7000-8000
1290;7945.3;5.586181593314447;48.77873668279093;7000-8000
1291;7830.8;5.586195802602512;48.77874284609077;7000-8000
1292;7777.5;5.586210011890577;48.77874924643981;7000-8000
1293;7780.5;5.586223501721018;48.77875564678802;7000-8000
1294;8499.8;5.586237171415863;48.77876169156058;8000-9000
1295;8367.8;5.5862506612463045;48.77876797338228;8000-9000
1296;8379.7;5.586264690669965;48.77877413667828;8000-9000
1297;7906.6;5.586279079822434;48.77877994439882;7000-8000
1298;8230.2;5.58629364883931;48.77878587064357;8000-9000
1299;8102.2;5.586307858127375;48.77879179688763;8000-9000
1300;7979.0;5.58632206741544;48.778797960180704;7000-8000
1301;8829.8;5.586336276703504;48.77880388642333;8000-9000
1302;8301.2;5.586350665855974;48.77880969414042;8000-9000
1303;7262.3;5.586364515415227;48.77881609448093;7000-8000
1304;8090.9;5.586378724703292;48.77882225777103;8000-9000
1305;8436.1;5.586392754126949;48.77882853958514;8000-9000
1306;7689.9;5.586406963415014;48.77883470287371;7000-8000
1307;7679.4;5.586420992838673;48.77884098468627;7000-8000
1308;7692.9;5.586435202126737;48.7788471479733;7000-8000
1309;8033.2;5.586449231550396;48.77885319273486;8000-9000
1310;8009.0;5.586463081109649;48.77885971159452;8000-9000
1311;8108.7;5.586476930668901;48.77886575635456;8000-9000
1312;8301.4;5.58649096009256;48.77887168258918;8000-9000
1313;8222.0;5.586505169380624;48.77887760882311;8000-9000
1314;7715.4;5.5865197383975;48.77888365358098;7000-8000
1315;9703.7;5.586533587956754;48.77888993538742;> 10000
1316;8066.7;5.586548696566847;48.77889657276695;8000-9000
1317;6068.1;5.586562546126099;48.77890368424406;< 7000
1325;9959.3;5.586622081244446;48.77887986079182;> 10000
1326;9618.9;5.586624419481722;48.7788742901322;> 10000
1327;8746.0;5.586628556363056;48.77886907504603;8000-9000
1328;9406.2;5.586633592566423;48.778864215533446;> 10000
1329;8720.0;5.586638628769786;48.77885947454511;8000-9000
1330;8846.3;5.586643305244339;48.77885485208103;8000-9000
1331;9942.7;5.586648341447703;48.77885022961653;> 10000
1332;9262.8;5.586652478329039;48.77884525157737;> 10000
1333;9500.1;5.586656974939186;48.77884051058724;> 10000
1334;8098.5;5.586661651413739;48.77883553254711;8000-9000
1335;9334.3;5.586666327888292;48.77883091008083;> 10000
1336;8957.1;5.586670644634033;48.77882593203975;8000-9000
1337;9026.8;5.586675321108586;48.77882130957259;> 10000
1338;8904.0;5.586679997583139;48.77881633153056;8000-9000
1346;9954.0;5.586722085854114;48.77877520340252;> 10000
1347;8311.1;5.586729100565943;48.778766076983366;8000-9000
1348;8508.4;5.586737194464209;48.77875754318733;8000-9000
1349;8492.9;5.586744568904849;48.778749009389855;8000-9000
1350;7972.9;5.586752482938707;48.77874023854093;7000-8000
1351;8761.2;5.586760217108161;48.77873146769047;8000-9000
1352;8644.9;5.586768131142019;48.77872293388855;8000-9000
1353;9277.7;5.586775865311472;48.7787146371353;> 10000
1354;9164.4;5.586783419616519;48.77870634038068;> 10000
1355;8877.2;5.586791333650378;48.778698043624686;8000-9000
1356;9379.8;5.58679996714186;48.77868927276685;> 10000
1357;7817.5;5.586808960362154;48.77868026485722;7000-8000
1358;8308.1;5.586817773718042;48.778671138420805;8000-9000
1359;9199.1;5.586826407209523;48.77866213050792;> 10000
1360;9119.0;5.586835040701007;48.77865312259341;> 10000
1361;9013.2;5.5868431345992695;48.778643877626834;> 10000
1362;8894.9;5.586851588226347;48.778634751183816;8000-9000
1363;8879.4;5.586860761311047;48.77862526916333;8000-9000
1364;8366.8;5.586869934395747;48.77861555009047;8000-9000
1365;8475.5;5.586878927616041;48.7786055939651;8000-9000
1366;8730.7;5.5868886402939575;48.77859551931242;8000-9000
1367;8363.3;5.586898173107469;48.77858544465772;8000-9000
1368;7927.3;5.586907526056575;48.77857537000099;7000-8000
1369;8320.4;5.586916879005681;48.778565295342254;8000-9000
1370;8453.7;5.586926231954787;48.77855522068149;8000-9000
1371;7735.5;5.586935584903893;48.7785451460187;7000-8000
1372;7947.5;5.586945117717404;48.77853518987936;7000-8000
1373;8063.3;5.586954290802105;48.77852523373806;8000-9000
1374;8043.3;5.58696364375121;48.77851515906925;8000-9000
1375;8062.6;5.5869728168359085;48.778505084398425;8000-9000
1376;8051.7;5.586982169785015;48.77849512825115;8000-9000
1377;8139.0;5.58699152273412;48.778485172101895;8000-9000
1378;8008.1;5.587000875683226;48.77847509742504;8000-9000
1379;8930.1;5.587010228632333;48.77846514127182;8000-9000
1380;8153.8;5.587020121174656;48.77845471101395;8000-9000
1381;7843.5;5.587030193581385;48.77844439927959;7000-8000
1382;8264.5;5.587040265988114;48.778434206068845;8000-9000
1383;8377.9;5.587049798801626;48.77842389433028;8000-9000
1384;7729.6;5.587059511479543;48.77841346406384;7000-8000
1385;8387.9;5.58706922415746;48.77840291526943;8000-9000
1386;8054.9;5.587078756970972;48.77839248499862;8000-9000
1387;7816.5;5.587088289784483;48.77838217325149;7000-8000
1388;7968.7;5.587098002462401;48.77837174297637;7000-8000
1389;7603.8;5.587107535275912;48.77836119417319;7000-8000
1390;8356.8;5.587117068089425;48.7783506453678;8000-9000
1391;8182.8;5.58712642103853;48.77834021508614;8000-9000
1392;7835.7;5.587135773987636;48.77832990332826;7000-8000
1393;8187.4;5.587145306801148;48.77831959156828;8000-9000
1394;7940.2;5.587154839614659;48.778309279806166;7000-8000
1395;7911.4;5.5871643724281705;48.77829884951591;7000-8000
1396;7879.1;5.5871740851060885;48.77828877480166;7000-8000
1397;8332.4;5.587183797784005;48.77827846303322;8000-9000
1398;7949.4;5.587193330597517;48.778268151262665;7000-8000
1399;7645.6;5.587202683546623;48.77825772096386;7000-8000
1400;7926.6;5.587212216360134;48.77824740918904;7000-8000
1401;7884.3;5.587221749173646;48.77823709741211;7000-8000
1402;7510.2;5.587231102122751;48.778226785633066;7000-8000
1403;7673.3;5.587240634936264;48.77821647385188;7000-8000
1404;7683.0;5.58725034761418;48.77820628059486;7000-8000
1405;7805.3;5.587259880427693;48.77819596880946;7000-8000
1406;8120.3;5.587269413241204;48.778185657021965;8000-9000
1407;7730.8;5.587278586325904;48.77817546375867;7000-8000
1408;7656.4;5.587287759410604;48.77816503344061;7000-8000
1409;7508.6;5.587297292224114;48.77815472164675;7000-8000
1410;7365.6;5.5873068250376265;48.77814429132437;7000-8000
1411;7562.9;5.587316177986732;48.778133979526245;7000-8000
1412;7543.7;5.587326070529056;48.778124023305374;7000-8000
1413;7518.4;5.587336142935785;48.77811394855604;7000-8000
1414;7305.1;5.587346035478108;48.77810375527819;7000-8000
1415;7900.9;5.5873555682916205;48.77809356199826;7000-8000
1416;7494.3;5.587365460833944;48.77808348724281;7000-8000
1417;7500.0;5.587375173511861;48.778073293958776;7000-8000
1418;7704.2;5.587384886189779;48.77806310067267;7000-8000
1419;8477.7;5.587394598867696;48.7780529073845;8000-9000
1420;7795.6;5.587404311545613;48.77804271409424;7000-8000
1421;7496.7;5.5874138443591255;48.77803240227527;7000-8000
1422;7522.5;5.587423377172636;48.778021971927465;7000-8000
1423;7286.1;5.587433089850554;48.77801177863093;7000-8000
1424;7386.8;5.587442802528471;48.77800158533233;7000-8000
1425;7414.7;5.587452335341983;48.7779912735049;7000-8000
1426;7963.0;5.587461868155494;48.77798096167535;7000-8000
1427;7703.3;5.587471580833411;48.77797088689731;7000-8000
1428;7654.8;5.587481113646923;48.7779606935904;7000-8000
1429;7261.9;5.587490466596029;48.777950381754565;7000-8000
1430;7806.2;5.587499639680728;48.77794006991662;7000-8000
1431;7423.9;5.58750917249424;48.77792963954963;7000-8000
1432;7585.6;5.587518885172158;48.77791944623436;7000-8000
1433;7564.2;5.58752841798567;48.77790925291701;7000-8000
1434;7351.0;5.587537770934776;48.77789894107061;7000-8000
1435;7957.6;5.587547303748287;48.77788862922209;7000-8000
1436;7247.5;5.587556836561799;48.77787819884442;7000-8000
1437;7406.2;5.587566009646498;48.77786776846458;7000-8000
1438;7806.9;5.5875751827311975;48.77785733808258;7000-8000
1439;7777.0;5.587584355815898;48.7778469076984;7000-8000
1440;7263.3;5.58759388862941;48.77783671436633;7000-8000
1441;6945.1;5.587603241578515;48.77782628397788;< 7000
1442;7461.3;5.587612234798809;48.777815853587256;7000-8000
1443;7464.3;5.587621407883509;48.77780554172166;7000-8000
