,wheat_mass,Longitude,Latitude
99,6501.3,5.587202503682217,48.77597651513433
100,6645.1,5.5871836179196,48.77597331478315
101,7048.4,5.587164912021388,48.775970114431765
102,6726.4,5.587146206123177,48.77596691408017
103,6774.1,5.58712732036056,48.77596406932303
104,6054.1,5.587105197038636,48.775960039250144
105,8565.0,5.587090088428543,48.775957787150446
107,7301.4,5.587049079344002,48.77595079378758
108,8934.2,5.58703433046272,48.77594818609271
109,7001.9,5.587015804428915,48.77594474867653
110,7034.6,5.586997098530702,48.775941311260105
112,6303.7,5.586956449174975,48.77593408083171
113,8287.7,5.586941880158099,48.77593159166759
114,6743.3,5.586923174259886,48.77592850984519
116,8537.7,5.58688594232787,48.77592246473144
118,8376.8,5.586848710395853,48.77591606402199
121,7238.4,5.586792772565624,48.77590658148795
123,7825.6,5.586755180904796,48.77590018077648
125,6198.0,5.586715430871096,48.77589306887386
126,7551.7,5.586700502125408,48.77589069823944
134,6563.5,5.586560567617635,48.77587090343761
135,9839.6,5.586550854939717,48.775870547842295
136,7046.6,5.5865389838889286,48.775871259032925
137,6774.4,5.586526393380518,48.77587291847767
139,6274.7,5.586498694262012,48.77587872653388
140,7237.1,5.586489161448501,48.77588192689109
144,7364.2,5.586448332228367,48.77590539617107
145,7015.6,5.586440777923319,48.775911915413566
146,6680.3,5.586433943075895,48.775919145845165
147,7228.5,5.586427108228473,48.775926613339
148,7675.5,5.586420992838673,48.775934436426574
149,8755.9,5.586415596906496,48.77594225951294
150,7609.9,5.5864098412455085,48.775951504977066
151,8352.0,5.5864033661268975,48.775960039250144
152,8401.5,5.586396531279473,48.7759686920533
153,9132.4,5.586389876296456,48.77597722632345
154,8771.2,5.586383041449032,48.77598576059216
155,9029.7,5.586375846872797,48.77599405779644
156,9022.0,5.586368292567751,48.776002236467896
157,8945.6,5.586360198669485,48.77601017807514
158,8796.4,5.58635174504241,48.77601847527539
159,9006.1,5.586343651144145,48.776026891005685
160,9350.8,5.586335377381475,48.77603518820317
161,9397.7,5.586326923754399,48.77604324833656
162,9546.4,5.586318470127321,48.77605130846866
163,9509.0,5.58630983663584,48.77605960566211
164,9172.8,5.586301023279952,48.77606813991681
165,8746.8,5.586291850195252,48.77607691123262
166,8132.9,5.586282497246146,48.77608591960944
167,7968.5,5.5862733241614455,48.77609504651586
168,8319.9,5.5862639712123405,48.77610429195186
169,8805.4,5.586254798127641,48.77611353738616
170,8898.9,5.586245625042941,48.77612254575639
171,8299.7,5.586236631822647,48.77613167265616
172,8475.5,5.586227638602352,48.77614091808542
173,8563.4,5.586218285653247,48.77615004498185
174,8552.3,5.586208752839736,48.77615917187662
175,8618.6,5.58619939989063,48.77616853583188
176,9093.2,5.58619022680593,48.776177662723285
177,8790.6,5.586180873856825,48.77618678961304
178,8433.2,5.586171341043313,48.776195797970125
179,8514.8,5.586161808229802,48.776204924856586
180,8817.9,5.586152095551884,48.7762142888033
181,8269.3,5.586142562738373,48.77622365274827
182,8061.8,5.58613302992486,48.7762330166915
183,8417.4,5.586123676975754,48.77624214357119
184,7879.8,5.586114324026649,48.77625150751097
185,7948.0,5.586104791213137,48.776260871449
186,7480.3,5.586095618128438,48.7762703539161
187,7885.3,5.586086445043739,48.77627983638142
188,8010.6,5.586076912230226,48.77628908178338
189,7806.2,5.58606755928112,48.7762984457144
190,8020.5,5.586058386196421,48.77630792817441
191,7523.9,5.586049033247315,48.77631729210191
192,7772.4,5.586039860162615,48.77632677455836
193,7833.7,5.586030866942321,48.77633625701303
194,8107.4,5.586021873722028,48.77634562093525
195,7600.8,5.586012520772921,48.77635498485573
196,7830.6,5.586003167823816,48.77636434877446
197,7964.7,5.58599381487471,48.77637371269143
198,7540.2,5.585984821654416,48.77638319513723
199,7477.0,5.58597546870531,48.77639255905069
200,8028.1,5.585966295620611,48.776401922962414
201,7745.5,5.585957122535911,48.77641128687238
202,7720.8,5.585948489044428,48.77642088784155
203,7681.3,5.58593967568854,48.77643048880888
204,7527.9,5.585930502603841,48.776440089774376
205,7277.9,5.585921689247953,48.776449572207646
206,7568.7,5.585912696027658,48.776458936108725
207,7988.4,5.58590388267177,48.77646865559914
208,7651.9,5.5858945297226645,48.776478138027
209,7862.7,5.585885536502371,48.77648726486212
210,7660.9,5.585876903010889,48.77649639169559
211,8064.8,5.585868269519407,48.77650528146685
212,7674.9,5.585859096434708,48.77651440829704
213,7541.3,5.585849743485602,48.77652329806511
214,7467.7,5.585840570400901,48.7765321878316
215,7231.7,5.585831397316201,48.776541314656896
216,7160.4,5.585822583960312,48.77655032295038
217,6850.7,5.58581359074002,48.77655944977238
218,7061.6,5.585804777384131,48.77656857659272
219,7149.3,5.585795604299431,48.7765775848813
220,6448.4,5.585786611079137,48.77658659316826
221,6419.5,5.585777977587656,48.77659583851372
222,6668.8,5.585769344096174,48.77660508385748
223,6815.9,5.585760171011474,48.77661421066952
224,6777.0,5.585750818062368,48.776623100419926
225,7030.7,5.585741644977667,48.77663210869872
226,7713.0,5.5857330114861865,48.7766413540358
227,7209.1,5.585724377994704,48.77665059937119
228,8078.0,5.585715924367626,48.77665984470486
229,7304.2,5.585707470740551,48.77666932709662
230,7012.1,5.58569919697788,48.77667869095671
231,7696.6,5.585690563486399,48.776687817755366
232,8020.7,5.585681750130511,48.77669706308219
233,7368.8,5.585673656232246,48.77670642693711
234,7411.0,5.585665202605169,48.77671579079028
235,7952.7,5.585656928842499,48.77672515464171
236,7499.2,5.585648475215423,48.77673451849139
237,7291.4,5.585640381317158,48.77674388233932
238,7282.9,5.5856322874188935,48.7767532461855
239,7493.0,5.585623833791817,48.77676296561894
240,7212.4,5.585615380164741,48.77677256652085
241,6854.4,5.585606566808852,48.776782167420926
242,6734.7,5.585598113181776,48.776791649789565
243,6587.0,5.5855901991479175,48.77680136921556
244,6228.5,5.585582105249653,48.77681085158057
247,6215.6,5.585557463826048,48.77683965425332
250,6255.2,5.585533002266849,48.776868338380126
251,6604.9,5.585524908368583,48.77687805779127
252,6680.8,5.585516814470319,48.77688777720054
253,6581.1,5.585508540707649,48.77689725954924
254,6087.2,5.585500087080573,48.77690674189614
255,6050.5,5.585491813317902,48.77691622424124
256,6473.7,5.585483539555232,48.77692594364312
257,6259.8,5.585475445656967,48.77693566304312
258,6295.1,5.585467531623109,48.776945382441234
259,6629.1,5.585459617589249,48.77695498330826
260,7571.7,5.585451883419797,48.77696458417344
261,7160.5,5.585443789521531,48.77697442209512
262,6766.7,5.585435515758863,48.77698426001488
263,7005.0,5.585427421860597,48.77699397940359
264,6927.2,5.585419507826739,48.77700346173222
265,7197.3,5.585411054199662,48.7770131811172
266,7195.5,5.58540242070818,48.77702254491315
267,7520.9,5.585394146945509,48.77703238282348
268,7314.6,5.585385693318433,48.77704186514485
269,7143.6,5.585377959148981,48.77705182158038
270,7224.9,5.585370045115122,48.77706165948496
271,7101.2,5.585362310945669,48.77707149738761
272,7653.2,5.585354756640621,48.77708145381725
273,7255.8,5.585347382199981,48.77709141024492
274,7083.3,5.585340187623745,48.77710160372833
275,6657.9,5.585333172911917,48.777111797209685
276,7036.5,5.585325978335681,48.77712187216015
277,7216.5,5.585318783759446,48.7771319471086
278,7745.5,5.585311589183212,48.77714202205502
279,7613.2,5.58530421474257,48.77715197847067
280,8269.3,5.585297020166336,48.777161934884354
281,8155.8,5.585289465861289,48.77717177276735
282,8027.8,5.585281731691835,48.77718196623447
283,7584.6,5.585273098200353,48.7771923967568
284,8583.2,5.585264284844465,48.777202827276966
285,7806.7,5.585255111759765,48.77721313926636
286,7906.0,5.585245938675065,48.777223332725065
287,7804.9,5.585236405861554,48.77723328912459
288,8347.0,5.585227232776854,48.777243601107735
289,7776.6,5.585218059692155,48.77725391308876
290,7760.5,5.585209426200672,48.77726410653919
291,7390.2,5.585200972573595,48.77727418145908
292,7521.2,5.585192878675331,48.777283900791645
293,7267.8,5.585184604912661,48.77729350159392
294,6944.1,5.58517633114999,48.777303457979535
295,7293.3,5.585168776844943,48.77731341436317
296,7405.8,5.585162121861925,48.77732325221649
297,7750.4,5.585155287014503,48.77733309006789
298,7491.6,5.585148272302673,48.77734328350222
299,7531.2,5.585141617319656,48.77735300282141
300,7119.8,5.58513442274342,48.777362840666974
301,7203.5,5.58512704830278,48.77737267851061
302,7577.3,5.585119853726543,48.77738263488051
303,7427.1,5.58511301887912,48.777392472720265
304,7541.1,5.585105824302886,48.777402192029925
305,7895.1,5.5850980901334335,48.77741179280959
306,8306.2,5.585090535828385,48.77742151211552
307,7589.0,5.585083161387745,48.777431349947655
308,8139.9,5.585076146675916,48.7774410692498
309,8292.7,5.585069131964087,48.7774509070781
310,8278.0,5.585061397794633,48.77746050784844
311,7706.9,5.585054023353993,48.77747022714493
312,7842.4,5.585046109320134,48.77747982791157
313,7429.2,5.585037835557463,48.77748931014842
314,7781.2,5.585030281252416,48.77749902943934
315,8127.2,5.58502272694737,48.77750863020047
316,8147.1,5.585014633049105,48.77751823095977
317,8066.1,5.585006898879652,48.77752747613366
318,8049.5,5.584999704303417,48.77753660277801
319,8094.6,5.584991970133965,48.77754572942069
320,8459.3,5.584983696371294,48.77755485606171
321,8655.2,5.584975782337436,48.77756398270108
322,8142.6,5.5849685877612,48.7775733463943
323,8661.8,5.5849617529137765,48.7775821174471
324,7895.3,5.5849549180663525,48.77759136260922
325,7155.8,5.58494808321893,48.77760072629733
326,7864.2,5.584941248371506,48.77761008998368
327,8057.4,5.584934773252895,48.77761945366829
328,7814.4,5.584927398812254,48.77762893587878
329,7383.5,5.584919844507207,48.777638181032266
330,7430.9,5.584913009659783,48.77764742618406
331,7761.6,5.58490617481236,48.77765690838927
332,7128.2,5.584899160100531,48.77766627206514
333,7338.9,5.584892145388701,48.77767575426677
334,7224.6,5.584885130676872,48.777685117939136
335,7011.4,5.5848779361006375,48.77769436308228
336,7173.2,5.58487038179559,48.77770348969629
337,7986.7,5.584863187219356,48.7777129718909
338,7043.7,5.584855812778714,48.77772209850152
339,6952.0,5.584848977931291,48.77773146216524
340,7271.6,5.584841783355056,48.77774070729984
341,6874.8,5.584834588778819,48.77775007096009
342,7685.1,5.584827394202586,48.7777594346186
343,7732.5,5.58482019962635,48.77776867974805
344,7995.8,5.584813184914521,48.77777804340308
345,8275.0,5.584805810473879,48.77778717000186
346,7465.8,5.58479879576205,48.77779677070789
347,7807.8,5.584791781050221,48.77780613435767
348,8158.3,5.584784586473987,48.77781549800571
349,8242.4,5.5847772120333445,48.77782486165201
350,8014.6,5.58477001745711,48.77783410676943
351,8162.6,5.584762643016469,48.77784323335802
352,8179.7,5.584755628304639,48.77785247847205
353,7856.4,5.5847480739995925,48.7778619606385
354,7723.3,5.584740879423357,48.77787132427613
355,7860.9,5.584733504982717,48.77788045085796
356,8326.4,5.584726490270887,48.77788981449214
357,8501.1,5.584719475559058,48.77789917812457
358,8123.2,5.5847124608472285,48.77790877880918
359,7653.0,5.584705086406587,48.7779179053842
360,7768.1,5.584697891830353,48.77792715048447
361,7912.3,5.584690517389711,48.77793651410993
362,7455.2,5.5846835026778825,48.77794587773365
363,7725.2,5.584676487966052,48.77795476724823
364,8578.8,5.584669653118629,48.77796318265391
365,8451.6,5.5846626384068,48.77797207216542
366,7946.8,5.584655803559376,48.77798119872893
367,7434.0,5.584648788847547,48.77799032529077
368,7729.9,5.584641774135719,48.77799921479748
369,7741.4,5.584634939288295,48.77800834135605
370,7201.0,5.5846282843052775,48.77801746791298
371,6557.9,5.58462162932226,48.77802659446823
372,6443.6,5.58461461461043,48.77803572102183
373,7373.2,5.584607599898601,48.778044610520496
374,7355.0,5.584600944915584,48.77805385559744
375,7145.6,5.584594289932567,48.77806286361948
376,6921.7,5.584587455085143,48.77807187163991
377,6349.4,5.58458062023772,48.778081116711824
378,7096.5,5.584574324983514,48.77809024325551
379,7790.1,5.584567490136091,48.77809960685055
380,6781.6,5.584560835153073,48.77810849633792
381,7965.3,5.584554360034461,48.77811785992954
382,7527.0,5.584547884915849,48.77812674941367
383,8002.1,5.584541050068426,48.77813623152832
384,6718.0,5.584534215221002,48.778145358061984
385,6111.6,5.584527380373578,48.77815401048847
392,7557.9,5.584533855492191,48.77816254438712
398,8697.4,5.584573785390296,48.77821019196117
399,8617.5,5.584580440373313,48.778216236799416
400,9302.0,5.584585656441084,48.77822251868938
401,8460.7,5.584590332915636,48.77822974878818
402,7730.1,5.584594649661378,48.77823674183355
403,7132.4,5.584599506000337,48.77824444603497
404,6946.8,5.584604002610483,48.77825226876135
405,7482.5,5.58460939854266,48.77825985443425
406,7234.6,5.584614794474836,48.77826696600155
407,6773.8,5.584621089729041,48.77827348493736
408,7906.2,5.584627205118842,48.77827905566365
409,7521.8,5.584635119152701,48.77828427081111
410,7724.9,5.584642673457748,48.778289130379854
411,8323.8,5.584650947220418,48.77829327879181
416,9164.0,5.584692675762581,48.77830619812973
417,9864.8,5.584702028711687,48.77830904275415
419,8030.6,5.584723972169205,48.77831473200249
420,8478.0,5.584734943897963,48.77831793220441
421,9921.4,5.5847450163046926,48.77832113240611
422,9422.5,5.58475472898261,48.778325399341405
423,8980.4,5.584765520846963,48.77832931069844
424,8768.4,5.584776132846909,48.77833334058112
425,8952.6,5.584787104575668,48.7783368963597
426,9179.5,5.584798076304427,48.77834033361208
427,9293.2,5.584809048033185,48.77834400791609
428,9946.0,5.58482019962635,48.778347682219824
429,9062.1,5.58483153108392,48.77835159357512
430,8245.9,5.584843222270302,48.77835586050783
431,9186.2,5.584855812778714,48.77836024596606
432,7632.5,5.584869122744748,48.77836486847568
433,7753.9,5.584882432710785,48.77836925393312
434,7696.0,5.584895742676819,48.77837352086432
435,8173.0,5.584908513049636,48.77837743221761
436,7783.4,5.58492146328686,48.77838146209643
437,7527.7,5.584934233659678,48.77838596607826
438,7757.1,5.584947004032495,48.77839058858551
439,7278.7,5.584959774405312,48.77839521109234
440,7508.4,5.584972364913724,48.778399478021335
441,7215.0,5.584985315150947,48.77840386347576
442,8022.2,5.584997905659359,48.77840777482668
443,8492.9,5.585009057252523,48.77841192322884
444,8556.1,5.585020388710093,48.77841619015642
445,8625.6,5.585031360438851,48.77842022003212
446,8254.1,5.585042871760828,48.77842448695899
447,8420.2,5.585054383082804,48.7784287538855
448,8437.4,5.585066433997998,48.77843266523448
449,8266.1,5.585078484913192,48.77843657658316
450,8365.7,5.585090355963981,48.778440487931526
451,8365.9,5.58510258674358,48.77844439927959
452,8306.8,5.585114997387586,48.77844842915304
453,8392.4,5.58512704830278,48.77845245902616
454,7963.3,5.585139458946785,48.77845625184763
455,8525.2,5.585151329997572,48.77846028172013
456,8311.3,5.585163560777174,48.778464311592295
457,8053.4,5.585175791556773,48.77846834146415
458,8422.0,5.585188022336372,48.77847260838692
459,8401.2,5.585200253115973,48.77847687530935
460,8245.3,5.585212663759978,48.77848102370579
461,8080.0,5.585225074403984,48.77848552767869
462,8037.0,5.585237305183584,48.778489794600006
463,8481.5,5.585249535963182,48.77849418004654
464,8422.0,5.585262126471594,48.77849856549269
465,8235.5,5.585274716980006,48.7785028324129
466,8353.0,5.585287127624013,48.77850745490939
467,8266.9,5.585299897996829,48.77851184035438
468,7905.2,5.585312488505241,48.77851610727346
469,8137.7,5.585325079013653,48.77852072976872
470,8356.7,5.58533784938647,48.77852511521255
471,8034.2,5.585350799623693,48.7785296191815
472,8551.8,5.585363929725322,48.77853364904811
473,8484.5,5.585376879962546,48.77853767891439
474,8499.5,5.5853894704709575,48.77854194583127
475,8162.2,5.585401701250557,48.77854609422234
476,8712.2,5.585414291758968,48.778550361138514
477,8294.4,5.58542688226738,48.77855462805432
478,8593.8,5.585439472775791,48.77855877644434
479,8611.6,5.585451703555391,48.77856339893568
480,8662.7,5.585463934334991,48.77856802142659
481,7944.8,5.585476344978996,48.77857228834089
482,8202.4,5.585488935487408,48.7785767923056
483,8820.9,5.58550152599582,48.77858082216842
484,8902.2,5.585514656097448,48.77858449645482
485,8396.1,5.585527966063483,48.77858781516489
486,7977.4,5.585541096165113,48.77859148945078
487,8414.3,5.58555386653793,48.77859563783777
488,8724.2,5.58556609731753,48.778600141800375
489,8503.0,5.585578687825941,48.77860440871195
490,8188.3,5.585591458198759,48.77860867562316
491,8184.7,5.585604228571577,48.77861270548343
492,8084.5,5.585616998944393,48.77861673534336
493,9017.4,5.585629589452805,48.77862088372824
494,8978.2,5.5856420000968106,48.77862515063806
495,8213.7,5.585654410740817,48.77862965459802
496,7947.1,5.585666641520416,48.77863427708283
497,8465.1,5.585679232028828,48.77863854399151
498,8475.1,5.585691642672834,48.77864292942505
499,8173.7,5.585704233181246,48.77864707780777
500,8670.3,5.585716823689657,48.77865122619016
501,8023.4,5.585729594062474,48.77865561162258
502,8324.1,5.585741824842074,48.77865976000425
503,8327.9,5.585754595214891,48.77866367133523
504,8376.7,5.585767545452114,48.77866758266592
505,9145.6,5.58577995609612,48.77867161252144
506,8138.3,5.585792906333344,48.77867564237665
507,9107.8,5.585805316977349,48.77867979075667
508,8159.4,5.585818087350166,48.77868393913634
509,8951.4,5.58583103758739,48.778687850465445
510,9580.1,5.585843807960207,48.77869164326912
511,8884.8,5.585856578333024,48.77869567312272
512,9156.1,5.585869348705843,48.77869970297599
513,8115.5,5.585882478807471,48.77870432545435
514,8643.1,5.585895788773506,48.778708710882135
515,8516.3,5.58590873901073,48.778713096309545
516,8731.7,5.585921509383546,48.77871760026162
517,8329.0,5.585934459620771,48.778722459788405
518,8995.8,5.585947229993587,48.778727200789696
519,9094.6,5.585960000366405,48.77873206031555
520,8385.4,5.5859724110104105,48.77873727541595
521,8797.6,5.585984821654416,48.7787424905158
522,9213.5,5.585996692705204,48.77874841676498
523,9319.5,5.586008563755993,48.77875422448848
524,8624.8,5.586020974399998,48.77875967663648
525,7469.6,5.586033385044004,48.778764891734006
526,7986.7,5.586045975552415,48.77876998830607
527,7922.9,5.586058566060826,48.77877520340252
528,7135.8,5.586070976704832,48.77878041849843
529,7088.0,5.586083387348838,48.77878551506891
530,6344.2,5.586095797992843,48.77879084868863
531,6801.1,5.586108028772443,48.77879630083264
532,7042.5,5.586120079687638,48.77880187150091
533,7634.4,5.586132490331643,48.77880732364373
534,7685.5,5.586144721111243,48.77881265726113
535,6994.8,5.5861571317552485,48.77881822792759
536,7387.4,5.58616972226366,48.77882332449423
537,7878.4,5.586182132907664,48.7788288951595
538,7868.9,5.586194183822859,48.77883434729939
539,9037.0,5.586206594466866,48.77883968091391
540,8281.6,5.586218825246465,48.778845014527874
541,8013.7,5.58623123589047,48.77884963699285
542,7349.1,5.586243826398882,48.77885485208103
543,8084.0,5.586256057178482,48.77886054126751
544,8349.5,5.586268108093676,48.778865993403954
545,8590.0,5.586279619415652,48.77887108996575
546,9355.4,5.586314153381581,48.77888649817268
547,8570.2,5.586325844567964,48.77889206883094
548,8777.1,5.586337355889939,48.77889716539008
549,8830.1,5.586349047076321,48.778902380473326
550,8686.4,5.586361277855921,48.77890771408063
551,8633.4,5.586373328771114,48.77891316621194
552,9344.2,5.586385199821903,48.77891861834267
553,8051.2,5.586397070872691,48.77892383342369
554,8479.7,5.586408762059073,48.77892928555326
555,9226.5,5.586420453245455,48.77893450063316
556,9646.1,5.586432144431837,48.778939952761576
557,8789.0,5.586444015482625,48.77894540488939
558,9686.8,5.586455706669008,48.77895073849213
559,8540.3,5.586468656906232,48.77895666471671
560,8440.3,5.586481607143454,48.77896247241613
561,8398.3,5.586494197651866,48.77896828011488
562,8313.8,5.5865067881602775,48.77897432486183
563,9545.2,5.586519558533095,48.77898001403478
564,9029.3,5.5865319691771,48.778985821731496
565,7125.4,5.586544559685512,48.77899162942754
566,9678.0,5.586556970329517,48.77899731859852
567,6781.2,5.586569740702335,48.77900312629325
592,9407.7,5.58668341500685,48.77896270946507
593,8139.1,5.586687372023779,48.778957968486026
594,7308.9,5.586691508905115,48.77895370160451
595,7451.3,5.586696005515261,48.77894907914912
596,8377.1,5.586700322261002,48.7789445752178
597,9386.6,5.586704998735555,48.77894030833514
604,8367.7,5.586732158260843,48.77890795112983
605,8409.9,5.5867397125658895,48.7789013137518
606,9528.0,5.586745288362471,48.77889503194678
607,8482.5,5.586751763481085,48.77888815751776
608,8711.9,5.58675805873529,48.77888128308779
609,7959.6,5.586765253311525,48.77887452718156
610,8789.9,5.586771728430137,48.77886788979911
611,8352.8,5.586778383413154,48.77886089684166
612,8792.6,5.586784858531766,48.77885402240795
613,9623.5,5.586791513514783,48.77884726649805
614,8786.9,5.5867981684978005,48.77883991796344
615,8874.6,5.586805542938442,48.77883185827908
616,9184.8,5.586812197921459,48.778823917118224
617,8295.5,5.5868195723621,48.77881609448093
618,8913.6,5.586826227345118,48.77880827184242
619,8640.1,5.586833062192541,48.77880033067784
620,8747.9,5.5868400769043705,48.77879262656174
621,9323.5,5.58684619229417,48.77878480391958
622,9416.2,5.586853926463624,48.77877745537582
623,8550.7,5.586860761311047,48.77876963273128
624,8200.0,5.586868855209312,48.77876204713542
625,8866.9,5.586876409514359,48.77875481711329
626,8810.0,5.586884143683811,48.77874723151519
627,8872.2,5.586890978531235,48.778739764440935
628,8466.3,5.586898173107469,48.77873206031555
629,8493.5,5.586905727412518,48.778724474714
630,8912.6,5.586913281717563,48.77871724468648
631,8849.4,5.586920656158203,48.77870965908269
632,8500.4,5.58692785073444,48.7787018364276
633,8531.6,5.586934865446269,48.77869401377128
634,8806.7,5.586941700293693,48.77868607258862
635,9287.2,5.58694835527671,48.77867824992984
636,9052.7,5.586955190124133,48.77867042726984
637,8929.9,5.586962024971557,48.778662723133806
638,9393.9,5.586969039683385,48.7786549004714
639,8666.1,5.586975694666404,48.77864719633298
640,8596.6,5.586983788564668,48.77863972924385
641,8615.3,5.586991163005309,48.77863202510312
642,9234.5,5.586998897174762,48.77862420243592
643,9137.0,5.587006271615403,48.778616261242206
644,9298.9,5.587013286327232,48.77860832004724
645,8660.9,5.587020660767874,48.778600260325696
646,9393.0,5.587027855344108,48.77859255617889
647,9642.7,5.58703433046272,48.77858461498019
648,9873.5,5.587041525038955,48.778576910830985
649,8946.7,5.587049079344002,48.778568732579
650,8410.1,5.58705789269989,48.77856055432567
651,8573.3,5.587065267140532,48.7785520204947
652,8468.9,5.58707318117439,48.778543605187735
653,8541.9,5.587080555615031,48.778535071353886
654,8366.4,5.587088649513295,48.77852641899309
655,8178.7,5.587096563547155,48.778517648105264
656,8719.9,5.58710501717423,48.77850946984363
657,8138.9,5.587113111072495,48.77850093600396
658,8265.0,5.587121204970759,48.77849240216285
659,8786.3,5.587128759275806,48.778483749794695
660,8423.7,5.587136853174071,48.77847509742504
661,8054.9,5.587145126936742,48.77846656357955
662,8208.7,5.587153400699411,48.77845814825826
663,8435.7,5.58716131473327,48.77844949588419
664,7631.6,5.587169768360347,48.778440962034345
665,7724.8,5.587177682394206,48.77843230965732
666,7925.2,5.58718577629247,48.77842365727879
667,8503.7,5.587193870190734,48.77841500489878
668,8235.7,5.587201784224593,48.778406233991504
671,8297.3,5.587217792156716,48.77838904774981
672,8080.7,5.5872258860549815,48.77838039536384
673,8193.6,5.587233620224434,48.77837174297637
674,8055.0,5.587241534258292,48.77836309058742
675,8125.3,5.587249448292152,48.77835443819696
676,8291.9,5.587257722054822,48.77834590433094
677,9027.5,5.587265636088681,48.77833772604133
678,8522.1,5.58727355012254,48.77832931069844
679,7980.3,5.587281104427586,48.77832089535414
680,8115.5,5.587288838597039,48.778312598534434
681,8309.9,5.587296572766491,48.77830406466131
682,8345.4,5.587304486800351,48.77829564931277
683,8213.8,5.587312580698614,48.77828711543677
684,7450.7,5.58732067459688,48.7782787000854
685,8165.8,5.587329128223955,48.77827040325872
686,7743.9,5.587337401986627,48.778262106430674
687,8344.7,5.587345316020485,48.77825369107511
688,7829.9,5.587353050189938,48.77824527571813
689,8322.1,5.587360964223796,48.77823709741211
690,8446.9,5.587369058122061,48.77822891910476
691,8312.3,5.587377511749136,48.778220859322296
692,7802.0,5.587386684833837,48.7782126810123
693,7751.4,5.587395857918537,48.77820473975349
694,8738.8,5.587404131681207,48.77819667996715
