;Région;Occupé;Larg.;Durée;Distance;Humidité;Mass_Yield;Flux_Blé_d;Productivi;Util._carb;Vites.;Direction;Header_Off;Rdmt_masse;Rdmt_humid;Rdmt_sec;Flux;Flux2;Altitude;Datage;Flux3;Flux4;Flux5;Flux6;Flux7;Flux8;Flux9;Flux:;"Flux;";Flux<;Flux=;Flux>;Longitude;Latitude
5336;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.2;6770.0;8.7;4.5;73.7;5.2;149.3;0.3;6746.5;6746.5;5921.4;31140.0;27331.6;267.45;1627050560.0;;;;;;;;;;;;;5.586635031481669;48.776270353916104
5337;Boulinsard - 23/07/2021;T;8.85;1.0;1.43;12.3;6675.0;8.5;4.5;74.2;5.1;148.4;0.3;6676.9;6676.9;5857.6;30456.0;26719.0;267.5;1627050561.0;;;;;;;;;;;;;5.586645283752803;48.776259330547916
5338;Boulinsard - 23/07/2021;T;8.85;1.0;1.44;12.3;6900.0;8.8;4.5;74.9;5.2;149.8;0.3;6903.3;6903.3;6054.9;31680.0;27786.5;267.57;1627050562.0;;;;;;;;;;;;;5.586655176295127;48.776248188646434
5339;Boulinsard - 23/07/2021;T;8.85;1.0;1.44;12.3;6443.0;8.2;4.5;74.3;5.2;149.0;0.3;6464.8;6464.8;5670.3;29700.0;26049.9;267.63;1627050563.0;;;;;;;;;;;;;5.586665428566263;48.77623704674247
5340;Boulinsard - 23/07/2021;T;8.85;1.0;1.44;12.3;6715.0;8.6;4.5;72.7;5.2;150.0;0.3;6738.2;6738.2;5910.1;30924.0;27123.4;267.69;1627050564.0;;;;;;;;;;;;;5.5866751412441795;48.77622578630511
5341;Boulinsard - 23/07/2021;T;8.85;1.0;1.43;12.3;7076.0;8.9;4.5;74.7;5.2;149.8;0.3;7072.1;7072.1;6202.9;32184.0;28228.6;267.73;1627050565.0;;;;;;;;;;;;;5.586685033786503;48.77621476292714
5342;Boulinsard - 23/07/2021;T;8.85;1.0;1.41;12.3;6687.0;8.4;4.5;75.0;5.1;148.1;0.3;6686.9;6686.9;5865.1;30132.0;26428.8;267.79;1627050566.0;;;;;;;;;;;;;5.586695286057639;48.776203858077736
5343;Boulinsard - 23/07/2021;T;8.85;1.0;1.42;12.3;6168.0;7.7;4.5;76.7;5.1;148.8;0.3;6151.5;6151.5;5395.5;27828.0;24407.9;267.84;1627050567.0;;;;;;;;;;;;;5.586705358464368;48.77619295322596
5344;Boulinsard - 23/07/2021;T;8.85;1.0;1.41;12.3;5991.0;7.5;4.5;75.1;5.1;148.7;0.3;6027.6;6027.6;5286.8;27072.0;23744.9;267.91;1627050568.0;;;;;;;;;;;;;5.586715251006691;48.77618216690285
5345;Boulinsard - 23/07/2021;T;8.85;1.0;1.43;12.3;5996.0;7.6;4.5;72.5;5.2;148.6;0.3;5986.1;5986.1;5250.4;27252.0;23902.7;267.98;1627050569.0;;;;;;;;;;;;;5.586725503277826;48.7761711435153
5346;Boulinsard - 23/07/2021;T;8.85;1.0;1.44;12.3;5008.0;6.4;4.5;71.7;5.1;149.1;0.3;5016.6;5016.6;4400.1;23004.0;20176.8;268.06;1627050570.0;;;;;;;;;;;;;5.586735575684555;48.77616012012533
5347;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;3359.0;4.4;4.5;74.8;5.4;149.6;0.3;3396.7;3396.7;2979.3;15912.0;13956.4;268.1;1627050571.0;;;;;;;;;;;;;5.586745648091284;48.77614862260848
5348;Boulinsard - 23/07/2021;T;8.85;1.0;1.49;12.3;2865.0;3.8;4.5;72.8;5.3;149.2;0.3;2865.5;2865.5;2513.3;13608.0;11935.6;268.17;1627050572.0;;;;;;;;;;;;;5.5867560802268255;48.776137125089
5349;Boulinsard - 23/07/2021;T;8.85;1.0;1.49;12.3;1130.0;1.5;4.5;72.4;5.3;148.5;0.3;1126.1;1126.1;987.7;5328.0;4673.2;268.22;1627050573.0;;;;;;;;;;;;;5.586766692226771;48.77612574609805
5350;Boulinsard - 23/07/2021;T;9.0;1.0;1.48;12.3;1130.0;0.9;4.5;73.1;5.4;150.0;0.2;682.9;682.9;599.0;3276.0;2873.4;268.26;1627050574.0;;;;;;;;;;;;;5.586776764633501;48.776114248573336
5351;Boulinsard - 23/07/2021;T;5.03;1.0;1.48;12.3;915.0;1.1;4.5;73.7;5.3;148.6;-1.8;1546.8;1546.8;1356.7;4140.0;3631.2;268.34;1627050575.0;;;;;;;;;;;;;5.586787376633448;48.77610286957721
5352;Boulinsard - 23/07/2021;T;6.26;1.0;1.88;12.6;10396.0;7.6;4.5;55.5;6.9;328.9;0.9;6495.7;6495.7;5680.5;27540.0;24083.7;267.87;1627050600.0;;;;;;;;;;;;;5.5866555360239385;48.77609658742198
5353;Boulinsard - 23/07/2021;T;5.8;1.0;1.85;12.5;8276.0;7.6;4.5;47.5;6.5;327.7;1.3;7089.8;7089.8;6206.4;27468.0;24045.5;267.81;1627050601.0;;;;;;;;;;;;;5.586641866329091;48.77611069263732
5354;Boulinsard - 23/07/2021;T;5.8;1.0;1.86;12.4;8164.0;8.2;4.5;57.7;6.8;327.2;1.5;7540.9;7540.9;6609.6;29340.0;25716.5;267.7;1627050602.0;;;;;;;;;;;;;5.586628196634246;48.776124797848695
5355;Boulinsard - 23/07/2021;T;5.8;1.0;1.76;12.3;8838.0;8.3;4.5;57.1;6.0;328.9;1.5;8155.1;8155.1;7154.5;29952.0;26276.9;267.66;1627050603.0;;;;;;;;;;;;;5.58661578599024;48.77613831040041
5356;Boulinsard - 23/07/2021;T;5.95;1.0;1.83;12.2;7674.0;7.8;4.5;69.8;6.8;328.4;1.4;7179.4;7179.4;6299.9;28152.0;24703.4;267.55;1627050604.0;;;;;;;;;;;;;5.58660265588861;48.77615229707292
5357;Boulinsard - 23/07/2021;T;5.96;1.0;1.76;12.3;7674.0;7.4;4.5;59.3;6.2;331.8;1.2;7068.8;7068.8;6202.2;26712.0;23437.1;267.47;1627050605.0;;;;;;;;;;;;;5.58659132443104;48.77616628374152
5358;Boulinsard - 23/07/2021;T;5.96;1.0;1.66;12.3;8925.0;8.4;4.5;67.0;6.1;328.2;1.2;8494.1;8494.1;7451.0;30204.0;26494.9;267.4;1627050606.0;;;;;;;;;;;;;5.586579453380252;48.77617896656478
5359;Boulinsard - 23/07/2021;T;6.11;1.0;1.69;12.3;9058.0;8.6;4.5;65.5;6.0;328.0;1.2;8390.8;8390.8;7361.2;31104.0;27287.5;267.33;1627050607.0;;;;;;;;;;;;;5.586567222600652;48.77619176791584
5360;Boulinsard - 23/07/2021;T;6.26;1.0;1.7;12.3;7860.0;7.7;4.5;65.4;6.2;329.6;1.2;7206.6;7206.6;6323.1;27648.0;24258.4;267.24;1627050608.0;;;;;;;;;;;;;5.58655553141427;48.77620504338756
5361;Boulinsard - 23/07/2021;T;6.41;1.0;1.68;12.3;8157.0;7.9;4.5;67.0;6.0;328.6;1.2;7365.9;7365.9;6457.7;28512.0;24996.5;267.18;1627050609.0;;;;;;;;;;;;;5.586543480499077;48.776217844731974
5362;Boulinsard - 23/07/2021;T;6.41;1.0;1.67;12.4;7926.0;7.9;4.5;66.4;6.0;330.0;1.2;7343.2;7343.2;6435.5;28296.0;24798.6;267.13;1627050610.0;;;;;;;;;;;;;5.586532149041506;48.776230883134964
5363;Boulinsard - 23/07/2021;T;6.26;1.0;1.66;12.4;8050.0;8.0;4.5;66.6;6.0;330.2;1.1;7741.1;7741.1;6785.1;28908.0;25337.9;267.08;1627050611.0;;;;;;;;;;;;;5.586520997448342;48.77624380300368
5364;Boulinsard - 23/07/2021;T;6.41;1.0;1.67;12.3;7860.0;8.0;4.5;66.3;6.1;329.7;1.0;7456.6;7456.6;6539.5;28692.0;25162.9;267.0;1627050612.0;;;;;;;;;;;;;5.586509486126365;48.77625672286907
5365;Boulinsard - 23/07/2021;T;6.57;1.0;1.67;12.3;7810.0;8.0;4.5;64.9;6.0;327.2;1.1;7303.0;7303.0;6402.6;28764.0;25217.4;266.92;1627050613.0;;;;;;;;;;;;;5.5864970754823595;48.776269287138646
5366;Boulinsard - 23/07/2021;T;6.57;1.0;1.68;12.4;7801.0;8.1;4.5;65.6;6.0;328.2;1.1;7344.8;7344.8;6435.5;29124.0;25518.4;266.85;1627050614.0;;;;;;;;;;;;;5.586485024567166;48.776282206997465
5367;Boulinsard - 23/07/2021;T;6.57;1.0;1.58;12.4;8381.0;8.2;4.5;63.4;5.5;328.9;1.1;7876.5;7876.5;6899.9;29412.0;25764.9;266.79;1627050615.0;;;;;;;;;;;;;5.586473872974001;48.77629429713758
5368;Boulinsard - 23/07/2021;T;6.57;1.0;1.59;12.4;8363.0;8.6;4.5;68.3;5.9;329.5;1.1;8245.9;8245.9;7223.4;31032.0;27184.0;266.71;1627050616.0;;;;;;;;;;;;;5.586462901245243;48.776306624336264
5369;Boulinsard - 23/07/2021;T;6.72;1.0;1.64;12.4;8534.0;8.9;4.5;63.7;5.7;328.4;1.0;8104.8;8104.8;7102.2;32076.0;28108.2;266.68;1627050617.0;;;;;;;;;;;;;5.58645121005886;48.77631918859335
5370;Boulinsard - 23/07/2021;T;6.72;1.0;1.58;12.4;8611.0;8.8;4.5;64.1;5.7;329.6;1.0;8305.4;8305.4;7276.3;31716.0;27786.4;266.63;1627050618.0;;;;;;;;;;;;;5.586440418194508;48.77633139725524
5371;Boulinsard - 23/07/2021;T;6.87;1.0;1.59;12.4;8996.0;9.2;4.5;67.1;5.7;329.8;0.9;8450.6;8450.6;7401.9;33228.0;29104.4;266.58;1627050619.0;;;;;;;;;;;;;5.586429446465749;48.77634384297547
5372;Boulinsard - 23/07/2021;T;6.87;1.0;1.61;12.4;8996.0;9.0;4.5;66.8;5.8;329.6;0.8;8119.9;8119.9;7109.8;32292.0;28274.9;266.53;1627050620.0;;;;;;;;;;;;;5.586418294872584;48.77635628869261
5373;Boulinsard - 23/07/2021;T;7.02;1.0;1.65;12.4;8484.0;9.2;4.5;65.7;5.9;328.9;0.9;7987.2;7987.2;6995.2;33300.0;29164.1;266.49;1627050621.0;;;;;;;;;;;;;5.586406783550609;48.77636897146786
5374;Boulinsard - 23/07/2021;T;7.17;1.0;1.65;12.4;8182.0;9.0;4.5;67.0;6.0;328.7;0.8;7607.4;7607.4;6667.1;32472.0;28458.5;266.44;1627050622.0;;;;;;;;;;;;;5.586395092364226;48.776381654239906
5375;Boulinsard - 23/07/2021;T;7.33;1.0;1.65;12.3;8464.0;9.5;4.5;68.3;5.9;328.5;0.7;7851.9;7851.9;6883.0;34128.0;29916.6;266.38;1627050623.0;;;;;;;;;;;;;5.586383221313438;48.776394337008746
5376;Boulinsard - 23/07/2021;T;7.48;1.0;1.65;12.3;9119.0;10.3;4.5;67.6;5.9;330.1;0.6;8306.1;8306.1;7281.9;36972.0;32413.4;266.34;1627050624.0;;;;;;;;;;;;;5.586372069720273;48.77640725683539
5377;Boulinsard - 23/07/2021;T;7.48;1.0;1.65;12.4;8470.0;9.7;4.5;72.3;6.0;329.4;0.5;7860.5;7860.5;6886.6;34884.0;30561.9;266.28;1627050625.0;;;;;;;;;;;;;5.586360558398297;48.776419939597766
5378;Boulinsard - 23/07/2021;T;7.48;1.0;1.65;12.4;8049.0;9.3;4.5;68.1;5.9;328.9;0.5;7558.5;7558.5;6619.0;33480.0;29318.4;266.24;1627050626.0;;;;;;;;;;;;;5.586349047076321;48.77643262235693
5379;Boulinsard - 23/07/2021;T;7.78;1.0;1.64;12.4;8624.0;10.1;4.5;71.5;5.9;329.5;0.5;7926.2;7926.2;6941.8;36504.0;31970.2;266.19;1627050627.0;;;;;;;;;;;;;5.586337535754344;48.77644530511289
5380;Boulinsard - 23/07/2021;T;7.78;1.0;1.65;12.4;8503.0;10.1;4.5;70.2;6.0;328.3;0.5;7867.1;7867.1;6890.8;36360.0;31847.7;266.15;1627050628.0;;;;;;;;;;;;;5.5863256647035575;48.776457987865655
5381;Boulinsard - 23/07/2021;T;7.78;1.0;1.61;12.4;8497.0;9.9;4.5;66.5;5.8;328.9;0.5;7873.9;7873.9;6896.7;35604.0;31185.5;266.09;1627050629.0;;;;;;;;;;;;;5.586314333245987;48.7764704335545
5382;Boulinsard - 23/07/2021;T;7.93;1.0;1.61;12.4;8187.0;9.9;4.5;72.2;6.0;329.2;0.4;7787.1;7787.1;6821.5;35748.0;31315.2;266.03;1627050630.0;;;;;;;;;;;;;5.586303181652823;48.77648287924026
5383;Boulinsard - 23/07/2021;T;7.93;1.0;1.64;12.4;8070.0;9.9;4.5;67.8;5.9;329.6;0.4;7642.0;7642.0;6695.1;35712.0;31287.3;265.99;1627050631.0;;;;;;;;;;;;;5.586291850195252;48.77649556198352
5384;Boulinsard - 23/07/2021;T;7.78;1.0;1.62;12.4;8070.0;10.2;4.5;71.0;5.9;329.3;0.3;8048.9;8048.9;7050.0;36576.0;32036.9;265.94;1627050632.0;;;;;;;;;;;;;5.586280518737681;48.776508007663054
5385;Boulinsard - 23/07/2021;T;7.93;1.0;1.63;12.4;7938.0;9.8;4.5;69.3;5.8;329.0;0.3;7607.6;7607.6;6662.7;35352.0;30961.3;265.88;1627050633.0;;;;;;;;;;;;;5.586269187280111;48.77652057186974
5386;Boulinsard - 23/07/2021;T;8.09;1.0;1.58;12.4;8525.0;10.5;4.5;71.2;5.7;329.0;0.3;8240.6;8240.6;7217.9;37872.0;33172.1;265.81;1627050634.0;;;;;;;;;;;;;5.586258035686946;48.776532780482654
5387;Boulinsard - 23/07/2021;T;8.09;1.0;1.62;12.4;8013.0;10.1;4.5;70.4;5.9;329.3;0.3;7713.6;7713.6;6755.5;36468.0;31938.7;265.75;1627050635.0;;;;;;;;;;;;;5.586246704229376;48.77654534468313
5388;Boulinsard - 23/07/2021;T;8.24;1.0;1.62;12.4;8022.0;10.2;4.5;71.8;5.9;329.0;0.3;7687.9;7687.9;6731.5;36864.0;32278.1;265.67;1627050636.0;;;;;;;;;;;;;5.586235372771806;48.77655779035032
5389;Boulinsard - 23/07/2021;T;8.24;1.0;1.61;12.4;8623.0;11.0;4.5;69.8;5.8;328.7;0.3;8261.3;8261.3;7234.4;39492.0;34583.1;265.61;1627050637.0;;;;;;;;;;;;;5.586223861449829;48.776570117484304
5390;Boulinsard - 23/07/2021;T;8.24;1.0;1.62;12.4;8678.0;11.2;4.5;71.7;5.9;329.2;0.3;8414.7;8414.7;7369.6;40320.0;35312.3;265.53;1627050638.0;;;;;;;;;;;;;5.586212709856665;48.77658268167543
5391;Boulinsard - 23/07/2021;T;8.24;1.0;1.61;12.4;7871.0;10.2;4.5;69.1;5.8;329.3;0.3;7684.8;7684.8;6733.4;36756.0;32205.6;265.46;1627050639.0;;;;;;;;;;;;;5.586201378399094;48.776595127333366
5392;Boulinsard - 23/07/2021;T;8.39;1.0;1.61;12.4;7933.0;10.3;4.5;70.3;5.9;329.0;0.2;7642.7;7642.7;6698.8;37260.0;32658.4;265.39;1627050640.0;;;;;;;;;;;;;5.586190046941524;48.77660757298821
5393;Boulinsard - 23/07/2021;T;8.39;1.0;1.62;12.4;7933.0;11.2;4.5;72.4;5.8;328.2;0.2;8214.8;8214.8;7200.3;40176.0;35214.3;265.32;1627050641.0;;;;;;;;;;;;;5.586178535619548;48.776619900109964
5394;Boulinsard - 23/07/2021;T;8.39;1.0;1.61;12.3;7926.0;10.5;4.5;68.7;5.8;330.1;0.2;7766.0;7766.0;6807.7;37836.0;33167.0;265.26;1627050642.0;;;;;;;;;;;;;5.586167384026384;48.77663246428864
5395;Boulinsard - 23/07/2021;T;8.39;1.0;1.62;12.4;8045.0;10.7;4.5;71.1;5.8;329.0;0.2;7896.8;7896.8;6919.9;38556.0;33786.6;265.19;1627050643.0;;;;;;;;;;;;;5.586156052568813;48.776644909934234
5396;Boulinsard - 23/07/2021;T;8.54;1.0;1.61;12.4;8269.0;11.1;4.5;72.1;5.8;329.2;0.1;8028.3;8028.3;7032.0;39852.0;34906.4;265.12;1627050644.0;;;;;;;;;;;;;5.586144900975649;48.776657474106656
5397;Boulinsard - 23/07/2021;T;8.54;1.0;1.61;12.4;8244.0;11.0;4.5;70.9;5.7;328.9;0.1;8042.2;8042.2;7045.0;39744.0;34815.7;265.06;1627050645.0;;;;;;;;;;;;;5.586133569518078;48.77666980121616
5398;Boulinsard - 23/07/2021;T;8.54;1.0;1.57;12.4;8350.0;10.8;4.5;72.0;5.6;329.4;0.1;8105.0;8105.0;7100.0;39060.0;34216.6;265.0;1627050646.0;;;;;;;;;;;;;5.586122597789319;48.77668189126292
5399;Boulinsard - 23/07/2021;T;8.69;1.0;1.59;12.4;7878.0;10.6;4.5;75.2;5.9;328.8;0.0;7684.3;7684.3;6731.4;38232.0;33491.2;264.92;1627050647.0;;;;;;;;;;;;;5.5861114461961545;48.77669421836643
5400;Boulinsard - 23/07/2021;T;8.69;1.0;1.64;12.4;9001.0;12.5;4.5;70.8;5.9;328.9;0.0;8744.5;8744.5;7660.2;44856.0;39293.9;264.87;1627050648.0;;;;;;;;;;;;;5.586099755009774;48.776706782526496
5401;Boulinsard - 23/07/2021;T;8.69;1.0;1.58;12.5;8967.0;11.9;4.5;69.9;5.5;329.5;0.0;8674.3;8674.3;7594.4;42948.0;37601.0;264.83;1627050649.0;;;;;;;;;;;;;5.5860887832810135;48.77671899109413
5402;Boulinsard - 23/07/2021;T;8.69;1.0;1.62;12.5;8571.0;11.9;4.5;75.4;6.0;328.8;0.0;8484.3;8484.3;7426.3;43020.0;37655.4;264.73;1627050650.0;;;;;;;;;;;;;5.586077451823444;48.776731555248006
5403;Boulinsard - 23/07/2021;T;8.85;1.0;1.61;12.5;8728.0;12.0;4.5;73.3;5.7;329.1;-0.1;8432.2;8432.2;7379.9;43164.0;37777.1;264.68;1627050651.0;;;;;;;;;;;;;5.586066120365874;48.77674388233932
5404;Boulinsard - 23/07/2021;T;8.85;1.0;1.61;12.5;8319.0;11.5;4.5;73.0;5.8;329.3;-0.1;8073.7;8073.7;7065.3;41508.0;36323.7;264.62;1627050652.0;;;;;;;;;;;;;5.586054968772709;48.776756446486964
5405;Boulinsard - 23/07/2021;T;8.85;1.0;1.61;12.5;7691.0;10.8;4.5;72.9;5.8;329.4;-0.1;7568.1;7568.1;6621.3;38844.0;33984.6;264.57;1627050653.0;;;;;;;;;;;;;5.586043637315139;48.77676889210182
5406;Boulinsard - 23/07/2021;T;8.85;1.0;1.61;12.5;7691.0;10.1;4.5;74.8;5.8;329.5;-0.1;7106.9;7106.9;6219.3;36360.0;31818.6;264.52;1627050654.0;;;;;;;;;;;;;5.586032665586379;48.77678133771358
5407;Boulinsard - 23/07/2021;T;8.85;1.0;1.61;12.5;7405.0;10.4;4.5;77.3;5.9;330.0;-0.1;7320.0;7320.0;6407.9;37620.0;32932.5;264.45;1627050655.0;;;;;;;;;;;;;5.586021513993215;48.776793901851846
5408;Boulinsard - 23/07/2021;T;8.69;1.0;1.61;12.4;6409.0;9.0;4.5;75.1;5.7;336.8;-0.1;6401.6;6401.6;5605.2;32328.0;28306.4;264.42;1627050656.0;;;;;;;;;;;;;5.586012880501734;48.77680717716434
5409;Boulinsard - 23/07/2021;T;8.39;1.0;1.62;12.4;5903.0;8.3;4.5;76.6;5.8;343.5;-0.3;6125.3;6125.3;5364.5;29952.0;26232.0;264.37;1627050657.0;;;;;;;;;;;;;5.586006585247528;48.77682116365049
5410;Boulinsard - 23/07/2021;T;8.09;1.0;1.63;12.4;6041.0;8.5;4.5;76.8;5.7;347.8;-0.4;6418.4;6418.4;5620.6;30528.0;26733.4;264.35;1627050658.0;;;;;;;;;;;;;5.5860019087729755;48.77683550572122
5411;Boulinsard - 23/07/2021;T;7.48;1.0;1.63;12.5;5863.0;8.1;4.5;77.7;5.8;350.8;-0.7;6632.2;6632.2;5805.1;29088.0;25460.7;264.33;1627050659.0;;;;;;;;;;;;;5.5859983114848575;48.77684996631732
5412;Boulinsard - 23/07/2021;T;6.87;1.0;1.6;12.5;5255.0;7.0;4.5;75.6;5.7;348.5;-1.0;6373.4;6373.4;5578.0;25236.0;22086.5;264.3;1627050660.0;;;;;;;;;;;;;5.585993994739116;48.77686407132097
5413;Boulinsard - 23/07/2021;T;6.41;1.0;1.62;12.5;5269.0;6.9;4.5;76.3;5.8;339.4;-1.3;6670.3;6670.3;5837.8;24984.0;21866.0;264.26;1627050661.0;;;;;;;;;;;;;5.585986260569664;48.77687770220309
5414;Boulinsard - 23/07/2021;T;6.26;1.0;1.63;12.5;5524.0;7.0;4.5;73.0;5.9;333.0;-1.3;6863.7;6863.7;6008.5;25236.0;22091.6;264.2;1627050662.0;;;;;;;;;;;;;5.585976188162935;48.776890858964066
5415;Boulinsard - 23/07/2021;T;6.1;1.0;1.62;12.5;5790.0;7.1;4.5;70.1;5.8;333.5;-1.4;7216.1;7216.1;6314.8;25668.0;22462.1;264.14;1627050663.0;;;;;;;;;;;;;5.585966295620611;48.77690377866292
5416;Boulinsard - 23/07/2021;T;5.95;1.0;1.61;12.6;6198.0;7.3;4.5;65.8;5.8;334.3;-1.5;7581.6;7581.6;6630.1;26172.0;22887.4;264.1;1627050664.0;;;;;;;;;;;;;5.5859567628071;48.776916935417056
5417;Boulinsard - 23/07/2021;T;5.8;1.0;1.62;12.6;6276.0;7.1;4.5;66.9;6.0;331.5;-1.6;7560.9;7560.9;6610.5;25524.0;22315.6;264.02;1627050665.0;;;;;;;;;;;;;5.5859461508071515;48.77692961805066
5418;Boulinsard - 23/07/2021;T;5.8;1.0;1.61;12.5;6249.0;6.8;4.5;68.2;5.8;330.6;-1.6;7245.0;7245.0;6336.5;24336.0;21284.3;263.94;1627050666.0;;;;;;;;;;;;;5.585935538807206;48.77694230068106
5419;Boulinsard - 23/07/2021;T;5.65;1.0;1.62;12.5;6613.0;6.9;4.5;68.1;5.8;328.8;-1.7;7505.0;7505.0;6566.8;24768.0;21672.0;263.86;1627050667.0;;;;;;;;;;;;;5.5859240274852295;48.776954746249835
5420;Boulinsard - 23/07/2021;T;5.65;1.0;1.62;12.5;6613.0;6.9;4.5;67.2;5.9;329.0;-1.7;7517.0;7517.0;6576.6;24804.0;21701.0;263.77;1627050668.0;;;;;;;;;;;;;5.585912516163253;48.7769673103447
5421;Boulinsard - 23/07/2021;T;5.65;1.0;1.61;12.5;6924.0;6.7;4.5;67.1;5.9;329.0;-1.7;7382.6;7382.6;6458.3;24120.0;21100.2;263.69;1627050669.0;;;;;;;;;;;;;5.585901364570089;48.77697963737812
5422;Boulinsard - 23/07/2021;T;5.8;1.0;1.63;12.5;6808.0;6.5;4.5;63.9;5.9;329.5;-1.6;6932.9;6932.9;6065.6;23544.0;20598.6;263.6;1627050670.0;;;;;;;;;;;;;5.585890033112518;48.77699220146676
5423;Boulinsard - 23/07/2021;T;5.65;1.0;1.61;12.4;7503.0;7.0;4.5;68.6;5.8;328.7;-1.7;7723.9;7723.9;6765.4;25272.0;22135.7;263.52;1627050671.0;;;;;;;;;;;;;5.585878521790542;48.77700464702316
5424;Boulinsard - 23/07/2021;T;5.8;1.0;1.61;12.3;7958.0;7.4;4.5;66.2;5.9;327.5;-1.6;7956.9;7956.9;6975.9;26784.0;23481.5;263.42;1627050672.0;;;;;;;;;;;;;5.58586683060416;48.777016855518355
5425;Boulinsard - 23/07/2021;T;5.8;1.0;1.64;12.3;7873.0;7.4;4.5;66.1;6.0;328.4;-1.6;7780.2;7780.2;6821.7;26604.0;23326.4;263.32;1627050673.0;;;;;;;;;;;;;5.585854959553371;48.77702941959768
5426;Boulinsard - 23/07/2021;T;5.95;1.0;1.65;12.3;7807.0;7.4;4.5;63.8;5.9;327.2;-1.5;7522.2;7522.2;6594.7;26532.0;23260.6;263.23;1627050674.0;;;;;;;;;;;;;5.585842908638178;48.77704186514485
5427;Boulinsard - 23/07/2021;T;5.95;1.0;1.66;12.3;7605.0;7.2;4.5;62.2;6.0;328.0;-1.5;7331.1;7331.1;6426.5;26028.0;22816.1;263.13;1627050675.0;;;;;;;;;;;;;5.585830857722985;48.77705442921792
5428;Boulinsard - 23/07/2021;T;5.95;1.0;1.64;12.3;8235.0;7.8;4.5;64.5;5.9;328.7;-1.5;7950.7;7950.7;6973.6;27936.0;24502.7;263.02;1627050676.0;;;;;;;;;;;;;5.585819346401008;48.777067111816784
5429;Boulinsard - 23/07/2021;T;5.95;1.0;1.63;12.2;8628.0;8.2;4.5;62.8;5.9;329.5;-1.5;8422.2;8422.2;7391.3;29484.0;25875.2;262.9;1627050677.0;;;;;;;;;;;;;5.585808014943437;48.77707967588353
5430;Boulinsard - 23/07/2021;T;5.95;1.0;1.67;12.2;8628.0;7.8;4.5;61.4;6.1;329.3;-1.5;7807.6;7807.6;6851.9;27972.0;24548.2;262.78;1627050678.0;;;;;;;;;;;;;5.585796323757056;48.777092595533794
5431;Boulinsard - 23/07/2021;T;5.95;1.0;1.64;12.3;8157.0;7.8;4.5;60.7;6.0;328.8;-1.5;7968.4;7968.4;6989.1;28080.0;24629.0;262.67;1627050679.0;;;;;;;;;;;;;5.585784632570673;48.77710527812302
5432;Boulinsard - 23/07/2021;T;5.95;1.0;1.65;12.3;8487.0;8.2;4.5;64.2;6.0;328.1;-1.5;8366.2;8366.2;7336.3;29628.0;25980.8;262.55;1627050680.0;;;;;;;;;;;;;5.585772761519886;48.77711796070904
5433;Boulinsard - 23/07/2021;T;5.95;1.0;1.64;12.3;8095.0;7.8;4.5;61.9;5.9;327.8;-1.5;8016.6;8016.6;7030.5;28224.0;24752.4;262.46;1627050681.0;;;;;;;;;;;;;5.585760710604691;48.777130406234264
5434;Boulinsard - 23/07/2021;T;5.95;1.0;1.65;12.3;9150.0;8.9;4.5;63.2;6.0;328.3;-1.5;9035.6;9035.6;7926.9;32004.0;28077.1;262.33;1627050682.0;;;;;;;;;;;;;5.5857490194183095;48.777143088813936
5435;Boulinsard - 23/07/2021;T;6.1;1.0;1.64;12.3;9253.0;8.9;4.5;61.9;6.0;328.2;-1.4;8914.3;8914.3;7817.0;32076.0;28127.4;262.2;1627050683.0;;;;;;;;;;;;;5.585737148367521;48.77715553433293
5436;Boulinsard - 23/07/2021;T;6.1;1.0;1.65;12.4;8628.0;8.5;4.5;61.4;5.9;327.4;-1.4;8407.9;8407.9;7369.5;30456.0;26694.7;262.09;1627050684.0;;;;;;;;;;;;;5.585725097452327;48.777168098377544
5437;Boulinsard - 23/07/2021;T;6.1;1.0;1.64;12.4;9377.0;9.1;4.5;63.3;5.9;327.9;-1.4;9124.2;9124.2;7996.4;32832.0;28774.0;261.97;1627050685.0;;;;;;;;;;;;;5.585713226401539;48.77718054389034
5438;Boulinsard - 23/07/2021;T;6.26;1.0;1.64;12.4;9269.0;9.1;4.5;65.1;5.9;326.7;-1.3;8884.3;8884.3;7787.0;32796.0;28745.7;261.87;1627050686.0;;;;;;;;;;;;;5.585700815757534;48.777192870871396
5439;Boulinsard - 23/07/2021;T;6.41;1.0;1.66;12.4;9484.0;9.3;4.5;60.6;6.0;322.9;-1.3;8803.8;8803.8;7714.8;33660.0;29496.3;261.74;1627050687.0;;;;;;;;;;;;;5.585687325927093;48.77720472373495
5440;Boulinsard - 23/07/2021;T;6.72;1.0;1.65;12.3;8761.0;8.8;4.5;63.5;6.0;320.5;-1.1;7907.3;7907.3;6931.6;31500.0;27612.9;261.6;1627050688.0;;;;;;;;;;;;;5.585672936774621;48.77721610248132
5441;Boulinsard - 23/07/2021;T;7.02;1.0;1.65;12.4;8986.0;9.1;4.5;66.8;5.9;317.8;-1.0;7863.5;7863.5;6891.6;32832.0;28774.0;261.5;1627050689.0;;;;;;;;;;;;;5.585657828164528;48.7772271256394
