;Région;Occupé;Larg.;Durée;Distance;Humidité;Mass_Yield;Flux_Blé_d;Productivi;Util._carb;Vites.;Direction;Header_Off;Rdmt_masse;Rdmt_humid;Rdmt_sec;Flux;Flux2;Altitude;Datage;Flux3;Flux4;Flux5;Flux6;Flux7;Flux8;Flux9;Flux:;"Flux;";Flux<;Flux=;Flux>;Longitude;Latitude
0;Boulinsard - 23/07/2021;T;9.15;1.0;1.28;12.1;0.0;7.8;2.4;52.2;4.6;241.6;0.0;6668.1;6668.1;5864.6;28188.0;24791.3;274.61;1627044075.0;;;;;;;;;;;;;5.5886315263869255;48.776399433821496
1;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.1;6911.0;8.0;2.4;60.8;4.6;237.4;0.0;6745.8;6745.8;5932.3;28764.0;25295.1;274.59;1627044076.0;;;;;;;;;;;;;5.588616777505644;48.77639327023392
2;Boulinsard - 23/07/2021;T;9.15;1.0;1.32;12.0;6997.0;8.4;2.4;61.4;4.8;240.1;0.0;6987.0;6987.0;6148.5;30276.0;26642.9;274.55;1627044077.0;;;;;;;;;;;;;5.588601129302332;48.7763873437067
3;Boulinsard - 23/07/2021;T;9.15;1.0;1.31;12.0;6749.0;8.1;2.4;55.4;4.7;239.5;0.0;6798.7;6798.7;5986.2;29232.0;25738.8;274.51;1627044078.0;;;;;;;;;;;;;5.5885858408278315;48.77638141717878
4;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.0;6255.0;7.4;2.4;58.1;4.6;239.3;0.0;6331.3;6331.3;5574.1;26820.0;23612.3;274.47;1627044079.0;;;;;;;;;;;;;5.588570732217739;48.77637549065015
5;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;11.9;6540.0;7.6;2.4;65.7;4.7;240.6;0.0;6449.5;6449.5;5680.1;27396.0;24127.7;274.43;1627044080.0;;;;;;;;;;;;;5.588555443743238;48.77636980118202
6;Boulinsard - 23/07/2021;T;9.15;1.0;1.54;12.0;5903.0;7.2;2.4;67.4;4.6;239.0;0.0;5079.5;5079.5;4471.0;25848.0;22751.4;274.39;1627044081.0;;;;;;;;;;;;;5.5885372774382445;48.77636257081533
7;Boulinsard - 23/07/2021;T;9.15;1.0;1.05;12.0;5903.0;7.2;2.4;66.9;4.8;234.8;0.0;7486.4;7486.4;6589.6;25848.0;22751.4;274.35;1627044082.0;;;;;;;;;;;;;5.588525586251863;48.7763572369376
8;Boulinsard - 23/07/2021;T;9.15;1.0;1.55;12.0;5413.0;6.2;2.8;64.8;4.6;227.3;0.0;4375.0;4375.0;3849.6;22320.0;19639.4;274.32;1627044083.0;;;;;;;;;;;;;5.588510117912958;48.776347754486906
9;Boulinsard - 23/07/2021;T;9.15;1.0;1.04;12.0;5413.0;6.2;2.8;67.7;4.4;218.4;0.0;6541.9;6541.9;5756.2;22320.0;19639.4;274.31;1627044084.0;;;;;;;;;;;;;5.588501304557068;48.77634052411704
10;Boulinsard - 23/07/2021;T;9.15;1.0;1.64;12.1;6866.0;7.9;2.8;65.0;4.6;202.7;0.0;5268.6;5268.6;4630.1;28440.0;24993.1;274.31;1627044085.0;;;;;;;;;;;;;5.588492671065587;48.776327011619756
11;Boulinsard - 23/07/2021;T;9.15;1.0;1.09;12.1;6866.0;7.9;2.8;62.6;4.2;188.8;0.0;7946.7;7946.7;6983.5;28440.0;24993.1;274.36;1627044086.0;;;;;;;;;;;;;5.588490512692716;48.77631729210191
12;Boulinsard - 23/07/2021;T;9.15;1.0;1.43;12.2;7327.0;8.5;2.8;69.6;4.5;182.2;0.0;6546.3;6546.3;5748.3;30744.0;26996.3;274.39;1627044087.0;;;;;;;;;;;;;5.588489793235094;48.77630449078287
13;Boulinsard - 23/07/2021;T;9.15;1.0;1.6;12.2;7537.0;8.4;2.8;65.4;4.4;178.0;0.0;5753.1;5753.1;5048.9;30240.0;26538.6;274.4;1627044088.0;;;;;;;;;;;;;5.588490512692716;48.77629014856041
14;Boulinsard - 23/07/2021;T;9.15;1.0;1.03;12.2;7537.0;8.4;2.8;64.9;4.4;181.0;0.0;8873.3;8873.3;7787.2;30240.0;26538.6;274.42;1627044089.0;;;;;;;;;;;;;5.58849033282831;48.77628090315866
15;Boulinsard - 23/07/2021;T;9.15;1.0;1.33;12.2;8031.0;9.5;2.8;65.9;4.3;176.1;0.0;7791.0;7791.0;6837.4;34200.0;30013.9;274.5;1627044090.0;;;;;;;;;;;;;5.588491412014745;48.77626893154615
16;Boulinsard - 23/07/2021;T;9.15;1.0;1.31;12.2;8813.0;10.1;2.8;64.7;4.6;172.0;0.0;8394.5;8394.5;7367.0;36216.0;31783.2;274.53;1627044091.0;;;;;;;;;;;;;5.588493930116428;48.77625731552336
17;Boulinsard - 23/07/2021;T;9.15;1.0;1.26;12.2;8813.0;8.2;2.8;68.3;4.6;167.5;0.0;7140.4;7140.4;6266.4;29556.0;25938.3;274.51;1627044092.0;;;;;;;;;;;;;5.588497707268951;48.7762464106832
18;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.2;3520.0;4.0;2.8;73.7;4.6;162.7;0.0;3412.2;3412.2;2994.6;14544.0;12763.8;274.52;1627044093.0;;;;;;;;;;;;;5.588502923336722;48.77623526877885
19;Boulinsard - 23/07/2021;T;9.15;1.0;1.55;12.2;2926.0;3.4;2.8;68.7;4.3;168.6;0.0;2427.3;2427.3;2130.2;12420.0;10899.8;274.63;1627044094.0;;;;;;;;;;;;;5.588507060218057;48.77622163772229
20;Boulinsard - 23/07/2021;T;9.15;1.0;1.28;12.2;1908.0;2.2;2.8;77.1;4.5;164.3;0.0;1900.8;1900.8;1668.1;8028.0;7045.4;274.67;1627044095.0;;;;;;;;;;;;;5.58851173669261;48.77621049581244
21;Boulinsard - 23/07/2021;T;9.15;1.0;1.28;12.2;1680.0;2.0;2.8;67.8;4.5;161.1;0.0;1681.2;1681.2;1475.4;7092.0;6223.9;274.73;1627044096.0;;;;;;;;;;;;;5.588517492353598;48.7761995909621
22;Boulinsard - 23/07/2021;T;9.15;1.0;1.01;12.2;1680.0;2.0;2.8;66.5;4.6;160.3;0.0;2139.3;2139.3;1877.5;7092.0;6223.9;274.74;1627044097.0;;;;;;;;;;;;;5.588522168828151;48.776191056729765
23;Boulinsard - 23/07/2021;T;9.15;1.0;0.99;12.2;3645.0;3.7;2.8;64.4;3.4;159.9;0.0;4124.2;4124.2;3619.4;13464.0;11816.0;274.79;1627044098.0;;;;;;;;;;;;;5.588526665438298;48.776182759558026
24;Boulinsard - 23/07/2021;T;9.15;1.0;0.83;12.2;3041.0;2.5;2.8;63.3;3.1;160.4;0.0;3256.8;3256.8;2858.2;8928.0;7835.2;274.78;1627044099.0;;;;;;;;;;;;;5.588530622455227;48.776175647695446
25;Boulinsard - 23/07/2021;T;9.15;1.0;0.58;12.2;2323.0;1.3;2.8;59.5;2.2;159.2;0.0;2472.2;2472.2;2169.6;4752.0;4170.4;274.78;1627044100.0;;;;;;;;;;;;;5.588533320421315;48.77617078792212
26;Boulinsard - 23/07/2021;T;9.15;1.0;0.12;12.2;2972.0;1.0;2.8;54.0;0.6;161.7;0.0;9096.3;9096.3;7982.9;3492.0;3064.6;274.83;1627044101.0;;;;;;;;;;;;;5.5885338600145325;48.7761698396736
27;Boulinsard - 23/07/2021;T;9.15;1.0;1.14;12.4;0.0;5.5;3.2;45.4;3.5;24.0;0.0;5282.5;5282.5;4627.5;19764.0;17313.3;274.61;1627044117.0;;;;;;;;;;;;;5.5884433882183755;48.77618987141959
28;Boulinsard - 23/07/2021;T;8.54;1.0;1.1;12.4;0.0;7.2;3.2;52.6;3.6;37.9;0.1;7699.7;7699.7;6742.6;25992.0;22761.2;274.59;1627044118.0;;;;;;;;;;;;;5.588452561303076;48.77619769446615
29;Boulinsard - 23/07/2021;T;3.35;1.0;0.89;12.4;11590.0;8.4;3.2;46.4;3.0;49.0;3.0;28040.4;28040.4;24552.1;30240.0;26478.1;274.65;1627044119.0;;;;;;;;;;;;;5.588461734387776;48.77620290982985
30;Boulinsard - 23/07/2021;T;3.05;1.0;1.02;12.4;20310.0;9.5;3.2;58.9;3.6;243.6;0.1;30526.2;30526.2;26734.9;34092.0;29857.8;274.62;1627044121.0;;;;;;;;;;;;;5.588446086184464;48.77619781299715
31;Boulinsard - 23/07/2021;T;9.15;1.0;1.58;12.3;15137.0;9.7;3.2;43.5;5.5;252.9;0.0;6697.3;6697.3;5870.8;34812.0;30516.2;274.51;1627044122.0;;;;;;;;;;;;;5.588425581642194;48.77619366441201
32;Boulinsard - 23/07/2021;T;9.15;1.0;1.56;12.4;14338.0;9.5;3.2;61.4;5.0;254.9;0.0;6672.0;6672.0;5848.0;34344.0;30102.5;274.45;1627044123.0;;;;;;;;;;;;;5.588405077099924;48.77618998995061
33;Boulinsard - 23/07/2021;T;9.15;1.0;1.12;12.4;11064.0;9.1;3.2;63.0;4.9;254.8;0.0;8845.5;8845.5;7753.1;32616.0;28587.9;274.46;1627044124.0;;;;;;;;;;;;;5.588390328218642;48.77618738226816
34;Boulinsard - 23/07/2021;T;9.15;1.0;1.43;12.3;10714.0;9.7;3.2;69.0;5.2;253.6;0.0;7424.4;7424.4;6511.9;34956.0;30659.9;274.4;1627044125.0;;;;;;;;;;;;;5.58837162232043;48.77618370780629
35;Boulinsard - 23/07/2021;T;9.15;1.0;1.71;12.2;9674.0;9.6;3.2;68.2;5.2;252.9;0.0;6113.0;6113.0;5364.8;34488.0;30266.7;274.32;1627044126.0;;;;;;;;;;;;;5.588349319134101;48.77617920362687
36;Boulinsard - 23/07/2021;T;9.15;1.0;1.11;12.3;9674.0;9.2;3.2;68.3;5.0;252.8;0.0;9062.9;9062.9;7951.8;33120.0;29059.5;274.29;1627044127.0;;;;;;;;;;;;;5.588334929981631;48.77617624035071
37;Boulinsard - 23/07/2021;T;9.15;1.0;1.61;12.3;9417.0;9.3;3.2;68.9;4.8;256.9;0.0;6351.5;6351.5;5571.6;33588.0;29463.4;274.23;1627044128.0;;;;;;;;;;;;;5.5883135261173305;48.7761729214812
38;Boulinsard - 23/07/2021;T;9.15;1.0;1.02;12.3;9831.0;9.7;3.2;68.3;4.5;257.2;0.0;10440.7;10440.7;9156.5;35064.0;30751.1;274.23;1627044129.0;;;;;;;;;;;;;5.588300036286889;48.776170906453174
39;Boulinsard - 23/07/2021;T;9.15;1.0;1.28;12.3;9810.0;9.5;3.2;72.2;4.7;254.8;0.0;8116.9;8116.9;7118.5;34128.0;29930.3;274.17;1627044130.0;;;;;;;;;;;;;5.588283129032737;48.77616794317653
40;Boulinsard - 23/07/2021;T;9.15;1.0;1.3;12.3;8725.0;9.3;3.2;71.4;4.7;256.1;0.0;7834.0;7834.0;6871.2;33444.0;29333.7;274.12;1627044131.0;;;;;;;;;;;;;5.58826604191418;48.77616509843078
41;Boulinsard - 23/07/2021;T;9.15;1.0;1.32;12.3;8017.0;9.5;3.2;69.4;4.7;247.9;0.0;7893.5;7893.5;6922.6;34308.0;30088.1;274.07;1627044132.0;;;;;;;;;;;;;5.5882493145244325;48.77616071278077
42;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.3;7595.0;9.0;3.2;68.7;4.6;252.6;0.0;7672.8;7672.8;6729.0;32544.0;28541.1;274.02;1627044133.0;;;;;;;;;;;;;5.588232587134685;48.77615727537914
43;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.3;7932.0;9.1;3.2;71.4;4.6;255.3;0.0;7930.9;7930.9;6953.0;32724.0;28689.1;273.99;1627044134.0;;;;;;;;;;;;;5.588216039609345;48.77615431210169
44;Boulinsard - 23/07/2021;T;9.15;1.0;1.54;12.4;7299.0;8.7;3.2;66.8;4.7;256.9;0.0;6138.8;6138.8;5380.0;31212.0;27354.2;273.97;1627044135.0;;;;;;;;;;;;;5.588195535067074;48.77615123029295
45;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.4;7737.0;9.1;3.2;69.7;4.6;258.7;0.0;7726.9;7726.9;6772.6;32832.0;28777.2;273.92;1627044136.0;;;;;;;;;;;;;5.588178268084111;48.776148978201824
46;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.4;7542.0;8.9;3.2;67.9;4.7;259.0;0.0;7579.4;7579.4;6642.6;32148.0;28174.5;273.86;1627044137.0;;;;;;;;;;;;;5.588161001101145;48.7761467261106
47;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.3;7916.0;9.3;3.2;68.2;4.6;258.8;0.0;7934.8;7934.8;6955.6;33588.0;29443.2;273.8;1627044138.0;;;;;;;;;;;;;5.588143913982587;48.77614447401928
48;Boulinsard - 23/07/2021;T;9.15;1.0;1.03;12.3;7576.0;8.9;3.2;68.5;4.6;258.2;0.0;9411.5;9411.5;8251.1;31968.0;28026.3;273.76;1627044139.0;;;;;;;;;;;;;5.588130064423335;48.77614257752124
49;Boulinsard - 23/07/2021;T;9.15;1.0;1.28;12.4;7638.0;9.0;3.2;68.2;4.7;256.7;0.0;7685.8;7685.8;6734.3;32508.0;28483.5;273.69;1627044140.0;;;;;;;;;;;;;5.588112977304776;48.776139969836336
50;Boulinsard - 23/07/2021;T;9.15;1.0;1.28;12.4;7324.0;8.7;3.2;67.7;4.7;259.9;0.0;7408.7;7408.7;6487.1;31284.0;27392.3;273.62;1627044141.0;;;;;;;;;;;;;5.588095890186217;48.77613795480699
51;Boulinsard - 23/07/2021;T;9.15;1.0;1.55;12.4;8023.0;9.5;3.2;66.6;4.7;259.0;0.0;6688.8;6688.8;5858.7;34128.0;29892.7;273.52;1627044142.0;;;;;;;;;;;;;5.588075025915136;48.77613522859069
52;Boulinsard - 23/07/2021;T;9.15;1.0;1.05;12.4;8023.0;9.3;3.6;65.7;4.8;258.5;0.0;9683.5;9683.5;8482.8;33372.0;29233.9;273.46;1627044143.0;;;;;;;;;;;;;5.588061176355883;48.77613333209231
53;Boulinsard - 23/07/2021;T;9.15;1.0;1.55;12.4;8178.0;9.6;3.6;69.5;4.7;250.9;0.0;6751.8;6751.8;5915.9;34524.0;30249.9;273.37;1627044144.0;;;;;;;;;;;;;5.588041211406831;48.77612882790836
54;Boulinsard - 23/07/2021;T;9.15;1.0;1.04;12.4;8064.0;9.6;3.6;65.3;4.6;249.9;0.0;10099.7;10099.7;8850.3;34632.0;30348.0;273.33;1627044145.0;;;;;;;;;;;;;5.58802772157639;48.77612562756689
55;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.4;7952.0;9.4;3.6;67.3;4.6;247.8;0.0;7950.4;7950.4;6964.5;33696.0;29517.7;273.28;1627044146.0;;;;;;;;;;;;;5.58801153377986;48.77612124191343
56;Boulinsard - 23/07/2021;T;9.15;1.0;1.29;12.5;8018.0;9.5;3.6;66.0;4.7;250.4;0.0;8051.3;8051.3;7048.9;34272.0;30005.1;273.21;1627044147.0;;;;;;;;;;;;;5.58799498625452;48.776117330384345
57;Boulinsard - 23/07/2021;T;9.15;1.0;1.38;12.5;7587.0;9.3;3.6;67.1;5.1;253.1;0.0;7388.6;7388.6;6467.9;33480.0;29308.4;273.13;1627044148.0;;;;;;;;;;;;;5.5879769998139315;48.77611377444855
58;Boulinsard - 23/07/2021;T;9.15;1.0;1.37;12.5;7445.0;9.5;3.6;66.7;4.9;251.7;0.0;7578.8;7578.8;6634.5;34200.0;29938.7;273.06;1627044149.0;;;;;;;;;;;;;5.58795919323775;48.77610986291888
59;Boulinsard - 23/07/2021;T;9.15;1.0;1.35;12.5;7835.0;9.6;3.6;69.1;4.9;253.4;0.0;7813.3;7813.3;6837.4;34704.0;30369.5;273.0;1627044150.0;;;;;;;;;;;;;5.587941566525973;48.776106425513774
60;Boulinsard - 23/07/2021;T;9.15;1.0;1.39;12.5;7357.0;9.2;3.6;69.5;5.0;253.8;0.0;7258.9;7258.9;6355.1;33156.0;29028.1;272.94;1627044151.0;;;;;;;;;;;;;5.587923400220979;48.77610286957721
61;Boulinsard - 23/07/2021;T;9.15;1.0;1.33;12.4;7763.0;9.6;3.6;68.6;4.7;253.7;0.0;7834.7;7834.7;6860.1;34416.0;30134.6;272.9;1627044152.0;;;;;;;;;;;;;5.5879059533736095;48.776099550702845
62;Boulinsard - 23/07/2021;T;9.15;1.0;1.37;12.5;7167.0;9.0;3.6;70.4;4.9;253.3;0.0;7137.5;7137.5;6248.9;32292.0;28271.6;272.87;1627044153.0;;;;;;;;;;;;;5.587887966933022;48.7760959947658
63;Boulinsard - 23/07/2021;T;9.15;1.0;1.33;12.5;7570.0;9.4;3.6;70.1;4.8;254.5;0.0;7690.1;7690.1;6728.1;33696.0;29480.6;272.83;1627044154.0;;;;;;;;;;;;;5.5878705200856515;48.77609279442223
64;Boulinsard - 23/07/2021;T;9.15;1.0;1.63;12.5;7583.0;9.4;3.6;70.3;4.9;254.8;0.0;6323.4;6323.4;5531.7;33984.0;29729.2;272.76;1627044155.0;;;;;;;;;;;;;5.587849116221352;48.776088882890924
65;Boulinsard - 23/07/2021;T;9.15;1.0;1.06;12.5;7488.0;9.3;3.6;71.1;4.8;254.3;0.0;9629.0;9629.0;8426.3;33480.0;29298.3;272.72;1627044156.0;;;;;;;;;;;;;5.587835086797694;48.77608639373448
66;Boulinsard - 23/07/2021;T;9.15;1.0;1.37;12.5;7647.0;9.5;3.6;71.6;4.9;255.8;0.0;7586.4;7586.4;6639.6;34308.0;30026.4;272.69;1627044157.0;;;;;;;;;;;;;5.587816920492699;48.776083311921575
67;Boulinsard - 23/07/2021;T;9.15;1.0;1.69;12.5;7379.0;9.5;3.6;71.5;5.0;256.1;0.0;6111.6;6111.6;5350.7;34092.0;29847.5;272.66;1627044158.0;;;;;;;;;;;;;5.58779461730637;48.7760796374521
68;Boulinsard - 23/07/2021;T;9.15;1.0;1.13;12.4;7436.0;9.6;3.6;69.0;5.2;256.2;0.0;9297.6;9297.6;8146.6;34524.0;30249.9;272.59;1627044159.0;;;;;;;;;;;;;5.5877796885606825;48.77607726682648
69;Boulinsard - 23/07/2021;T;9.15;1.0;1.72;12.4;7436.0;9.2;3.6;67.9;5.1;257.3;0.0;5881.2;5881.2;5154.8;33228.0;29124.3;272.53;1627044160.0;;;;;;;;;;;;;5.587756845781136;48.77607382941913
70;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.4;7207.0;9.4;3.6;69.6;5.2;257.6;0.0;7251.0;7251.0;6352.6;33876.0;29678.8;272.46;1627044161.0;;;;;;;;;;;;;5.587737960018518;48.77607110319936
71;Boulinsard - 23/07/2021;T;9.15;1.0;1.15;12.5;7057.0;9.1;3.6;67.8;5.1;256.0;0.0;8693.2;8693.2;7609.2;32796.0;28706.3;272.4;1627044162.0;;;;;;;;;;;;;5.587722671544019;48.77606861404203
72;Boulinsard - 23/07/2021;T;9.15;1.0;1.69;12.5;6983.0;9.1;3.6;68.9;5.1;256.2;0.0;5888.1;5888.1;5154.5;32832.0;28741.1;272.33;1627044163.0;;;;;;;;;;;;;5.58770036835769;48.776065058102795
73;Boulinsard - 23/07/2021;T;9.15;1.0;1.14;12.4;7186.0;9.2;3.6;69.7;5.2;256.8;0.0;8891.4;8891.4;7785.3;33264.0;29126.0;272.28;1627044164.0;;;;;;;;;;;;;5.5876852597475954;48.77606268747648
74;Boulinsard - 23/07/2021;T;9.15;1.0;1.68;12.4;7236.0;9.4;3.6;67.3;5.1;258.1;0.0;6114.6;6114.6;5355.2;33840.0;29637.1;272.19;1627044165.0;;;;;;;;;;;;;5.5876627766968605;48.77605960566211
75;Boulinsard - 23/07/2021;T;9.15;1.0;1.13;12.4;7392.0;9.5;3.6;68.6;5.2;257.2;0.0;9158.4;9158.4;8026.4;34092.0;29878.2;272.12;1627044166.0;;;;;;;;;;;;;5.587647668086768;48.776057353566884
76;Boulinsard - 23/07/2021;T;9.15;1.0;1.7;12.3;7367.0;9.6;3.6;68.5;5.1;256.8;0.0;6158.3;6158.3;5400.2;34416.0;30179.4;272.03;1627044167.0;;;;;;;;;;;;;5.587625185036033;48.77605379762685
77;Boulinsard - 23/07/2021;T;9.15;1.0;1.12;12.3;7461.0;9.8;3.6;68.6;5.2;255.8;0.0;9592.5;9592.5;8408.8;35244.0;30894.9;271.96;1627044168.0;;;;;;;;;;;;;5.58761043615475;48.776051427000006
78;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.4;6933.0;9.0;3.6;67.1;5.2;256.2;0.0;6898.8;6898.8;6045.5;32256.0;28265.9;271.85;1627044169.0;;;;;;;;;;;;;5.587591730256539;48.776048345184954
79;Boulinsard - 23/07/2021;T;9.15;1.0;1.43;12.4;6933.0;9.4;3.6;67.5;5.2;253.8;0.0;7153.1;7153.1;6268.3;33768.0;29590.9;271.77;1627044170.0;;;;;;;;;;;;;5.587572844493922;48.77604478924427
80;Boulinsard - 23/07/2021;T;9.15;1.0;1.4;12.4;7365.0;9.4;3.6;68.8;5.0;252.6;0.0;7353.7;7353.7;6443.3;33804.0;29619.1;271.71;1627044171.0;;;;;;;;;;;;;5.587554678188928;48.776040996240596
81;Boulinsard - 23/07/2021;T;9.15;1.0;1.45;12.4;7275.0;9.5;3.6;67.1;5.2;252.2;0.0;7136.8;7136.8;6251.8;34056.0;29833.1;271.65;1627044172.0;;;;;;;;;;;;;5.587535972290716;48.77603696617389
82;Boulinsard - 23/07/2021;T;9.15;1.0;1.38;12.4;7303.0;9.4;3.6;68.0;5.0;250.8;0.0;7459.2;7459.2;6534.2;33912.0;29706.9;271.58;1627044173.0;;;;;;;;;;;;;5.587518165714534;48.77603293610685
83;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.4;7427.0;9.5;3.6;69.6;5.0;249.9;0.0;7358.1;7358.1;6448.6;34128.0;29909.8;271.54;1627044174.0;;;;;;;;;;;;;5.58749999940954;48.77602855044528
84;Boulinsard - 23/07/2021;T;9.15;1.0;1.4;12.4;7529.0;9.8;3.6;69.1;5.0;252.6;0.0;7588.6;7588.6;6651.4;35100.0;30765.1;271.51;1627044175.0;;;;;;;;;;;;;5.587481833104547;48.77602475744039
85;Boulinsard - 23/07/2021;T;9.15;1.0;1.39;12.4;7118.0;9.1;3.6;69.1;5.1;254.5;0.0;7142.8;7142.8;6257.8;32796.0;28732.6;271.46;1627044176.0;;;;;;;;;;;;;5.587463486935148;48.77602143856087
86;Boulinsard - 23/07/2021;T;9.15;1.0;1.4;12.4;7315.0;9.5;3.6;68.5;5.0;256.7;0.0;7382.4;7382.4;6467.0;34164.0;29927.7;271.42;1627044177.0;;;;;;;;;;;;;5.587444781036936;48.77601859380682
87;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.4;7398.0;9.5;3.6;67.6;5.0;255.2;0.0;7412.8;7412.8;6495.8;34380.0;30127.2;271.39;1627044178.0;;;;;;;;;;;;;5.58742625500313;48.776015274926884
88;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.4;7398.0;9.6;3.6;67.5;5.0;255.5;0.0;7428.0;7428.0;6507.0;34488.0;30211.5;271.36;1627044179.0;;;;;;;;;;;;;5.587407549104919;48.776012193109615
89;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.4;7256.0;9.3;3.6;68.9;5.1;256.5;0.0;7225.8;7225.8;6328.4;33480.0;29321.8;271.32;1627044180.0;;;;;;;;;;;;;5.587389023071113;48.77600922982359
90;Boulinsard - 23/07/2021;T;9.15;1.0;1.4;12.4;7481.0;9.7;3.6;66.6;5.1;255.8;0.0;7520.4;7520.4;6587.9;34776.0;30463.8;271.27;1627044181.0;;;;;;;;;;;;;5.587370317172901;48.77600614800595
91;Boulinsard - 23/07/2021;T;9.15;1.0;1.69;12.4;7191.0;9.3;3.6;68.2;5.1;255.8;0.0;6004.0;6004.0;5260.1;33480.0;29331.8;271.21;1627044182.0;;;;;;;;;;;;;5.587348013986572;48.77600235499936
92;Boulinsard - 23/07/2021;T;9.15;1.0;1.13;12.4;6991.0;9.1;3.6;69.0;5.2;257.5;0.0;8816.3;8816.3;7721.3;32688.0;28628.2;271.16;1627044183.0;;;;;;;;;;;;;5.587333085240886;48.77600022143303
93;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.5;7447.0;9.6;3.6;65.9;5.2;256.5;0.0;7463.8;7463.8;6534.6;34668.0;30351.8;271.06;1627044184.0;;;;;;;;;;;;;5.587314379342674;48.775997258146305
94;Boulinsard - 23/07/2021;T;9.15;1.0;1.43;12.4;7109.0;9.3;3.6;68.1;5.2;255.4;0.0;7130.2;7130.2;6243.9;33480.0;29318.4;270.97;1627044185.0;;;;;;;;;;;;;5.587295493580056;48.775993939264964
95;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.4;6952.0;9.0;3.6;68.6;5.2;254.0;0.0;6987.3;6987.3;6118.8;32400.0;28372.7;270.87;1627044186.0;;;;;;;;;;;;;5.587276967546251;48.775990501851915
96;Boulinsard - 23/07/2021;T;9.15;1.0;1.7;12.4;7134.0;9.4;3.6;68.0;5.1;253.8;0.0;6011.6;6011.6;5265.6;33732.0;29545.9;270.77;1627044187.0;;;;;;;;;;;;;5.5872546643599215;48.775986234718154
97;Boulinsard - 23/07/2021;T;9.15;1.0;1.15;12.4;7314.0;9.5;3.6;66.8;5.2;253.8;0.0;9059.0;9059.0;7938.4;34236.0;30001.0;270.66;1627044188.0;;;;;;;;;;;;;5.587239735614234;48.77598338996211
98;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.4;6570.0;8.6;3.6;67.0;5.3;255.2;0.0;6615.7;6615.7;5796.6;30924.0;27095.6;270.56;1627044189.0;;;;;;;;;;;;;5.587220849851616;48.77598007107984
99;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.4;6545.0;8.4;3.6;65.5;5.2;253.6;0.0;6501.3;6501.3;5695.2;30096.0;26364.1;270.46;1627044190.0;;;;;;;;;;;;;5.587202503682217;48.77597651513433
100;Boulinsard - 23/07/2021;T;9.15;1.0;1.43;12.4;6655.0;8.7;3.6;64.9;5.1;255.5;0.0;6645.1;6645.1;5821.7;31320.0;27439.5;270.36;1627044191.0;;;;;;;;;;;;;5.5871836179196;48.77597331478315
101;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.3;7034.0;9.1;3.6;66.7;5.1;255.4;0.0;7048.4;7048.4;6178.6;32832.0;28780.5;270.26;1627044192.0;;;;;;;;;;;;;5.587164912021388;48.775970114431765
102;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.3;6726.0;8.7;3.6;67.4;5.1;255.8;0.0;6726.4;6726.4;5901.1;31464.0;27603.4;270.16;1627044193.0;;;;;;;;;;;;;5.587146206123177;48.77596691408017
103;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.2;6779.0;8.8;3.6;65.5;5.0;256.7;0.0;6774.1;6774.1;5944.9;31644.0;27770.8;270.1;1627044194.0;;;;;;;;;;;;;5.58712732036056;48.77596406932303
104;Boulinsard - 23/07/2021;T;9.15;1.0;1.68;12.2;6779.0;9.3;3.6;66.8;5.1;254.8;0.0;6054.1;6054.1;5313.7;33588.0;29480.2;269.98;1627044195.0;;;;;;;;;;;;;5.587105197038636;48.775960039250144
105;Boulinsard - 23/07/2021;T;9.15;1.0;1.13;12.2;6842.0;8.9;3.6;66.5;5.1;257.2;0.0;8565.0;8565.0;7517.5;31896.0;27995.1;269.92;1627044196.0;;;;;;;;;;;;;5.587090088428543;48.775957787150446
106;Boulinsard - 23/07/2021;T;9.15;1.0;1.69;12.2;7173.0;9.2;3.6;64.4;5.1;256.0;0.0;5972.9;5972.9;5243.0;33300.0;29230.7;269.82;1627044197.0;;;;;;;;;;;;;5.587067785242214;48.775954112671776
